segment,month_name,total_sales,total_profit
Corporate,Oct,284043.0,48507.0
Home Office,Jul,161296.0,28338.0
Consumer,Jul,389884.0,70563.0
Corporate,Mar,256084.0,44098.0
Consumer,Nov,374371.0,64013.0
Home Office,Aug,137101.0,23961.0
Consumer,Aug,433956.0,80169.0
Corporate,Aug,236727.0,41941.0
Home Office,Apr,148457.0,26389.0
Consumer,Jun,388869.0,70051.0
Consumer,May,422248.0,74768.0
Home Office,Sep,118972.0,19553.0
Corporate,Jul,210400.0,38528.0
Corporate,Dec,294121.0,52098.0
Corporate,May,275617.0,49731.0
Corporate,Apr,259697.0,44791.0
Home Office,May,149504.0,27530.0
Home Office,Jan,170302.0,31195.0
Home Office,Jun,140721.0,27022.0
Consumer,Sep,431289.0,72625.0
Home Office,Mar,174928.0,28776.0
Consumer,Apr,406098.0,72947.0
Home Office,Nov,173069.0,30327.0
Home Office,Oct,174601.0,30616.0
Consumer,Dec,465405.0,84033.0
Corporate,Nov,278864.0,46835.0
Corporate,Sep,238835.0,42453.0
Corporate,Feb,244845.0,40951.0
Home Office,Feb,143992.0,26357.0
Consumer,Mar,450129.0,79735.0
Consumer,Oct,453957.0,79526.0
Corporate,Jan,299187.0,51896.0
Consumer,Jan,397341.0,73490.0
Corporate,Jun,241608.0,43888.0
Home Office,Dec,164273.0,27286.0
Consumer,Feb,380634.0,69436.0
