segment,month_name,total_sales,total_profit
Corporate,Oct,251568.0,43694.0
Home Office,Jul,131863.0,23433.0
Consumer,Jul,341797.0,61446.0
Corporate,Mar,225299.0,37990.0
Consumer,Nov,323465.0,55316.0
Home Office,Aug,124366.0,21626.0
Consumer,Aug,377472.0,69336.0
Corporate,Aug,211685.0,36842.0
Home Office,Apr,131167.0,23190.0
Consumer,Jun,350591.0,63569.0
Consumer,May,373803.0,66438.0
Home Office,Sep,103009.0,16718.0
Corporate,Jul,197895.0,36177.0
Corporate,Dec,269428.0,47698.0
Corporate,May,247987.0,44349.0
Corporate,Apr,240169.0,41682.0
Home Office,May,130965.0,24116.0
Home Office,Jan,143405.0,25985.0
Home Office,Jun,106925.0,19821.0
Consumer,Sep,365079.0,62307.0
Home Office,Mar,153585.0,24339.0
Consumer,Apr,356937.0,63311.0
Home Office,Nov,140299.0,24369.0
Home Office,Oct,159049.0,27840.0
Consumer,Dec,414554.0,74819.0
Corporate,Nov,260783.0,43290.0
Corporate,Sep,206994.0,36669.0
Corporate,Feb,224042.0,37400.0
Home Office,Feb,129564.0,23518.0
Consumer,Mar,407476.0,72521.0
Consumer,Oct,402674.0,70636.0
Corporate,Jan,273785.0,47837.0
Consumer,Jan,358031.0,66266.0
Corporate,Jun,211419.0,37463.0
Home Office,Dec,139046.0,22684.0
Consumer,Feb,338101.0,62411.0
