region,month_name,total_sales
South,Mar,189861.0
South,Jan,171068.0
East,Apr,272163.0
East,Nov,270080.0
Central,May,239037.0
East,Mar,252477.0
Central,Oct,208565.0
South,Nov,153898.0
Central,Apr,230423.0
South,Jul,130214.0
Central,Mar,252339.0
East,Jan,273942.0
West,Apr,260875.0
East,Sep,230950.0
South,Sep,167774.0
West,Aug,247168.0
Central,Nov,224196.0
South,Feb,182559.0
West,Mar,287508.0
South,Dec,195450.0
East,Feb,247642.0
West,Dec,320967.0
West,Sep,258202.0
Central,Sep,208140.0
South,Aug,173244.0
East,Jun,221570.0
West,Jan,316626.0
South,Apr,150663.0
Central,Dec,231612.0
West,Oct,296461.0
Central,Jun,211546.0
Central,Aug,194961.0
East,Oct,305720.0
West,Jun,256868.0
West,Jul,265324.0
West,Nov,264065.0
East,Dec,283325.0
South,Jun,162098.0
East,Jul,247559.0
East,May,247819.0
South,Oct,178635.0
Central,Jul,207532.0
Central,Jan,225901.0
East,Aug,268538.0
Central,Feb,212797.0
South,May,176649.0
West,May,266907.0
West,Feb,201766.0
