category,month,total_sales,total_profit
Furniture,Sep,213751.0,37049.0
Furniture,Oct,186697.0,34016.0
Furniture,Mar,229872.0,41514.0
Office Supplies,Feb,521673.0,92463.0
Technology,Jul,195423.0,34847.0
Office Supplies,Dec,631828.0,112012.0
Furniture,Aug,185423.0,32704.0
Office Supplies,Jul,496701.0,88550.0
Office Supplies,Jun,467693.0,84378.0
Technology,Sep,157813.0,28088.0
Technology,Dec,209068.0,37354.0
Technology,Jun,220476.0,40714.0
Office Supplies,Jan,592539.0,108407.0
Technology,Aug,184330.0,31793.0
Technology,Oct,241771.0,40156.0
Technology,Jan,220909.0,41423.0
Office Supplies,Mar,561315.0,95184.0
Office Supplies,Aug,514158.0,95512.0
Office Supplies,Sep,493502.0,83671.0
Office Supplies,Oct,560913.0,97253.0
Furniture,Nov,183416.0,30987.0
Office Supplies,Nov,501792.0,86503.0
Technology,May,198588.0,33588.0
Furniture,Feb,148757.0,27841.0
Office Supplies,Apr,499823.0,88939.0
Furniture,Jan,174089.0,30567.0
Furniture,Jun,163913.0,30281.0
Technology,Nov,227031.0,40010.0
Technology,Mar,190998.0,33801.0
Technology,Feb,174334.0,28874.0
Furniture,Apr,209527.0,37295.0
Technology,Apr,204774.0,35375.0
Furniture,Dec,190458.0,34043.0
Office Supplies,May,542028.0,96951.0
Furniture,Jul,158505.0,28670.0
Furniture,May,189796.0,35923.0
