state,total_sales,total_customers
Alabama,70350.0,24
Arizona,285472.0,56
Arkansas,58288.0,5
California,2079499.0,419
Colorado,246956.0,56
Connecticut,85514.0,18
Delaware,84876.0,17
District of Columbia,5512.0,1
Florida,417953.0,83
Georgia,124640.0,31
Illinois,452257.0,93
Indiana,135423.0,30
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,255739.0,42
Louisiana,52943.0,16
Maryland,25659.0,6
Massachusetts,126904.0,26
Michigan,201188.0,39
Minnesota,177942.0,32
Mississippi,69640.0,14
Missouri,69238.0,20
Nebraska,2793.0,2
Nevada,14941.0,3
New Hampshire,22321.0,3
New Jersey,167824.0,30
New Mexico,16545.0,9
New York,1025900.0,211
North Carolina,315804.0,72
Ohio,514812.0,115
Oklahoma,42395.0,9
Oregon,42738.0,8
Pennsylvania,529298.0,116
Rhode Island,54809.0,10
South Dakota,457.0,1
Tennessee,153402.0,27
Texas,1053482.0,205
Utah,50262.0,12
Virginia,229075.0,38
Washington,474036.0,103
Wisconsin,54554.0,16
