state,total_sales,total_customers
Alabama,74978.0,29
Arizona,310502.0,88
Arkansas,65893.0,8
California,2375628.0,667
Colorado,272307.0,86
Connecticut,106121.0,33
Delaware,87757.0,23
District of Columbia,5512.0,1
Florida,453266.0,111
Georgia,146195.0,55
Illinois,549753.0,156
Indiana,146694.0,47
Iowa,17851.0,10
Kansas,34823.0,3
Kentucky,284480.0,68
Louisiana,58326.0,21
Maryland,29756.0,10
Massachusetts,140569.0,43
Michigan,223018.0,63
Minnesota,194572.0,50
Mississippi,77267.0,22
Missouri,76175.0,27
Nebraska,3358.0,3
Nevada,20370.0,5
New Hampshire,27076.0,8
New Jersey,178989.0,47
New Mexico,23238.0,15
New York,1158931.0,333
North Carolina,360415.0,124
Ohio,557850.0,162
Oklahoma,45317.0,12
Oregon,45087.0,11
Pennsylvania,589559.0,175
Rhode Island,59956.0,16
South Dakota,1610.0,2
Tennessee,170243.0,48
Texas,1156246.0,305
Utah,56845.0,18
Virginia,239189.0,56
Washington,533498.0,158
Wisconsin,84464.0,38
