segment,month_name,total_sales,total_profit
Corporate,Oct,482975.0,83870.0
Home Office,Jul,313072.0,54076.0
Consumer,Jul,707018.0,124387.0
Corporate,Mar,466515.0,79102.0
Consumer,Nov,702555.0,122579.0
Home Office,Aug,244257.0,41974.0
Consumer,Aug,763996.0,139702.0
Corporate,Aug,419034.0,74234.0
Home Office,Apr,246381.0,43986.0
Consumer,Jun,765335.0,134888.0
Consumer,May,784786.0,138537.0
Home Office,Sep,243091.0,41496.0
Corporate,Jul,427691.0,76420.0
Corporate,Dec,534277.0,97519.0
Corporate,May,459722.0,81097.0
Corporate,Apr,473826.0,81121.0
Home Office,May,300063.0,54935.0
Home Office,Jan,293778.0,53245.0
Home Office,Jun,255632.0,45652.0
Consumer,Sep,764573.0,133273.0
Home Office,Mar,289505.0,47923.0
Consumer,Apr,765077.0,136962.0
Home Office,Nov,276193.0,47752.0
Home Office,Oct,292164.0,51120.0
Consumer,Dec,829015.0,145958.0
Corporate,Nov,504692.0,87967.0
Corporate,Sep,419831.0,74558.0
Corporate,Feb,431063.0,74318.0
Home Office,Feb,245907.0,43568.0
Consumer,Mar,784295.0,136365.0
Consumer,Oct,787284.0,136987.0
Corporate,Jan,505675.0,89686.0
Consumer,Jan,761049.0,140174.0
Corporate,Jun,440977.0,78616.0
Home Office,Dec,280643.0,47174.0
Consumer,Feb,689076.0,122952.0
