state,total_sales,total_customers
Alabama,118716.0,75
Arizona,475087.0,255
Arkansas,90820.0,24
California,3741889.0,1882
Colorado,481112.0,246
Connecticut,142715.0,82
Delaware,128408.0,64
District of Columbia,18549.0,16
Florida,689416.0,320
Georgia,266393.0,164
Illinois,967561.0,506
Indiana,232796.0,127
Iowa,38719.0,22
Kansas,45906.0,14
Kentucky,370985.0,158
Louisiana,90689.0,46
Maryland,53087.0,29
Massachusetts,241556.0,126
Michigan,337353.0,183
Minnesota,282212.0,141
Mississippi,108345.0,58
Missouri,136167.0,73
Nebraska,20843.0,12
Nevada,39708.0,23
New Hampshire,41742.0,26
New Jersey,292951.0,151
New Mexico,48492.0,33
New York,1862500.0,983
North Carolina,568773.0,336
Ohio,850528.0,448
Oklahoma,70263.0,36
Oregon,72028.0,35
Pennsylvania,1016026.0,551
Rhode Island,96310.0,58
South Dakota,19956.0,10
Tennessee,292332.0,169
Texas,1790170.0,909
Utah,89032.0,60
Virginia,372618.0,188
Washington,928343.0,482
Wisconsin,145870.0,96
