region,month_name,total_sales
South,Mar,191678.0
South,Jan,172221.0
East,Apr,275793.0
East,Nov,274277.0
Central,May,240040.0
East,Mar,255966.0
Central,Oct,209726.0
South,Nov,154979.0
Central,Apr,231437.0
South,Jul,130705.0
Central,Mar,256191.0
East,Jan,275907.0
West,Apr,265903.0
East,Sep,233632.0
South,Sep,168840.0
West,Aug,252204.0
Central,Nov,227219.0
South,Feb,183766.0
West,Mar,288539.0
South,Dec,198174.0
East,Feb,250072.0
West,Dec,324869.0
West,Sep,261331.0
Central,Sep,211923.0
South,Aug,176445.0
East,Jun,222904.0
West,Jan,322062.0
South,Apr,152216.0
Central,Dec,232296.0
West,Oct,298700.0
Central,Jun,214137.0
Central,Aug,195689.0
East,Oct,310334.0
West,Jun,266569.0
West,Jul,267468.0
West,Nov,266845.0
East,Dec,287678.0
South,Jun,164852.0
East,Jul,250826.0
East,May,253748.0
South,Oct,179441.0
Central,Jul,211169.0
Central,Jan,229706.0
East,Aug,269642.0
Central,Feb,213690.0
South,May,177889.0
West,May,269279.0
West,Feb,205016.0
