region,month_name,total_sales
South,Mar,159834.0
Central,Sep,160997.0
South,Aug,137774.0
South,Jan,141061.0
East,Jun,188296.0
West,Jan,253222.0
South,Apr,124504.0
East,Apr,212654.0
East,Nov,225647.0
Central,Dec,182903.0
West,Oct,253662.0
Central,May,192187.0
Central,Jun,165552.0
East,Mar,207658.0
Central,Aug,166726.0
East,Oct,257993.0
Central,Oct,176645.0
South,Nov,131695.0
West,Jun,210923.0
Central,Apr,180457.0
South,Jul,102466.0
West,Jul,215304.0
West,Nov,221884.0
Central,Mar,208433.0
East,Jan,229051.0
West,Apr,222688.0
East,Sep,197128.0
East,Dec,242232.0
South,Jun,124844.0
East,Jul,189825.0
East,May,212360.0
South,Sep,141961.0
West,Aug,197003.0
South,Oct,159460.0
Central,Jul,173690.0
Central,Jan,179072.0
East,Aug,223171.0
Central,Nov,171928.0
South,Feb,158380.0
West,Mar,219441.0
Central,Feb,180780.0
South,Dec,146026.0
East,Feb,205539.0
South,May,157100.0
West,Dec,268138.0
West,Sep,191687.0
West,May,210104.0
West,Feb,161159.0
