segment,month_name,total_sales,total_profit
Corporate,Oct,283751.0,48475.0
Home Office,Jul,161296.0,28338.0
Consumer,Jul,388685.0,70315.0
Corporate,Mar,256084.0,44098.0
Consumer,Nov,371544.0,63552.0
Home Office,Aug,136885.0,23907.0
Consumer,Aug,433407.0,80112.0
Corporate,Aug,236418.0,41884.0
Home Office,Apr,147742.0,26208.0
Consumer,Jun,387808.0,69859.0
Consumer,May,420728.0,74558.0
Home Office,Sep,116186.0,19186.0
Corporate,Jul,210400.0,38528.0
Corporate,Dec,293793.0,52026.0
Corporate,May,275617.0,49731.0
Corporate,Apr,258750.0,44649.0
Home Office,May,148882.0,27378.0
Home Office,Jan,169932.0,31174.0
Home Office,Jun,140169.0,26940.0
Consumer,Sep,430589.0,72452.0
Home Office,Mar,174928.0,28776.0
Consumer,Apr,405167.0,72897.0
Home Office,Nov,173069.0,30327.0
Home Office,Oct,174217.0,30597.0
Consumer,Dec,464944.0,83910.0
Corporate,Nov,278344.0,46726.0
Corporate,Sep,238544.0,42417.0
Corporate,Feb,243885.0,40746.0
Home Office,Feb,143992.0,26357.0
Consumer,Mar,448690.0,79477.0
Consumer,Oct,452694.0,79250.0
Corporate,Jan,299187.0,51896.0
Consumer,Jan,395841.0,73117.0
Corporate,Jun,241481.0,43868.0
Home Office,Dec,163862.0,27207.0
Consumer,Feb,379119.0,69149.0
