state,total_sales,total_customers
Alabama,71505.0,26
Arizona,300058.0,71
Arkansas,65212.0,7
California,2237934.0,544
Colorado,253709.0,67
Connecticut,102823.0,30
Delaware,85942.0,21
District of Columbia,5512.0,1
Florida,435832.0,98
Georgia,132499.0,42
Illinois,513926.0,127
Indiana,139651.0,37
Iowa,15116.0,7
Kansas,34823.0,3
Kentucky,274259.0,56
Louisiana,55745.0,19
Maryland,29268.0,9
Massachusetts,132856.0,34
Michigan,212767.0,54
Minnesota,188720.0,43
Mississippi,74992.0,18
Missouri,69861.0,21
Nebraska,3358.0,3
Nevada,14941.0,3
New Hampshire,25100.0,5
New Jersey,174557.0,41
New Mexico,20618.0,13
New York,1092159.0,277
North Carolina,342841.0,100
Ohio,539655.0,140
Oklahoma,42395.0,9
Oregon,43199.0,9
Pennsylvania,558174.0,150
Rhode Island,58038.0,13
South Dakota,457.0,1
Tennessee,162735.0,39
Texas,1111275.0,253
Utah,56845.0,18
Virginia,232350.0,47
Washington,498659.0,131
Wisconsin,72919.0,27
