category,month,total_sales,total_profit
Furniture,Sep,214444.0,37186.0
Furniture,Oct,187358.0,34186.0
Furniture,Mar,230233.0,41572.0
Office Supplies,Feb,523938.0,92862.0
Technology,Jul,195989.0,34906.0
Office Supplies,Dec,632754.0,112155.0
Furniture,Aug,185423.0,32704.0
Office Supplies,Jul,497580.0,88749.0
Office Supplies,Jun,468907.0,84591.0
Technology,Sep,159013.0,28187.0
Technology,Dec,209221.0,37385.0
Technology,Jun,220795.0,40777.0
Office Supplies,Jan,596087.0,108887.0
Technology,Aug,184330.0,31793.0
Technology,Oct,242107.0,40240.0
Technology,Jan,221231.0,41502.0
Office Supplies,Mar,564402.0,95761.0
Office Supplies,Aug,516546.0,95981.0
Office Supplies,Sep,493765.0,83747.0
Office Supplies,Oct,561648.0,97333.0
Furniture,Nov,184837.0,31283.0
Office Supplies,Nov,502932.0,86725.0
Technology,May,198774.0,33641.0
Furniture,Feb,149094.0,27883.0
Office Supplies,Apr,501110.0,89215.0
Furniture,Jan,174249.0,30607.0
Furniture,Jun,164990.0,30434.0
Technology,Nov,228009.0,40070.0
Technology,Mar,191459.0,33921.0
Technology,Feb,174334.0,28874.0
Furniture,Apr,209644.0,37328.0
Technology,Apr,205030.0,35406.0
Furniture,Dec,190541.0,34050.0
Office Supplies,May,542992.0,97123.0
Furniture,Jul,158977.0,28752.0
Furniture,May,190015.0,35962.0
