state,total_sales,total_customers
Alabama,74978.0,29
Arizona,311030.0,89
Arkansas,65893.0,8
California,2379952.0,674
Colorado,273437.0,88
Connecticut,106441.0,34
Delaware,87757.0,23
District of Columbia,5512.0,1
Florida,453384.0,112
Georgia,148992.0,58
Illinois,552822.0,158
Indiana,146694.0,47
Iowa,17851.0,10
Kansas,34823.0,3
Kentucky,284480.0,68
Louisiana,58326.0,21
Maryland,29756.0,10
Massachusetts,140569.0,43
Michigan,223018.0,63
Minnesota,194898.0,51
Mississippi,77267.0,22
Missouri,76175.0,27
Nebraska,3838.0,4
Nevada,20370.0,5
New Hampshire,27076.0,8
New Jersey,178989.0,47
New Mexico,23238.0,15
New York,1164818.0,338
North Carolina,360678.0,125
Ohio,557850.0,162
Oklahoma,45579.0,13
Oregon,45087.0,11
Pennsylvania,592399.0,177
Rhode Island,61091.0,17
South Dakota,1610.0,2
Tennessee,171073.0,49
Texas,1158929.0,309
Utah,56845.0,18
Virginia,240762.0,57
Washington,534007.0,159
Wisconsin,84464.0,38
