region,month_name,total_sales
South,Mar,184802.0
South,Jan,153856.0
East,Apr,243125.0
East,Nov,247576.0
Central,May,221880.0
East,Mar,235639.0
Central,Oct,195089.0
South,Nov,144665.0
Central,Apr,212517.0
South,Jul,122987.0
Central,Mar,237717.0
East,Jan,249603.0
West,Apr,238274.0
East,Sep,220710.0
South,Sep,161044.0
West,Aug,222875.0
Central,Nov,193417.0
South,Feb,175371.0
West,Mar,262205.0
South,Dec,176238.0
East,Feb,234069.0
West,Dec,299163.0
West,Sep,244648.0
Central,Sep,183151.0
South,Aug,165340.0
East,Jun,210208.0
West,Jan,290033.0
South,Apr,143040.0
Central,Dec,220818.0
West,Oct,278917.0
Central,Jun,196830.0
Central,Aug,184909.0
East,Oct,281096.0
West,Jun,239269.0
West,Jul,242853.0
West,Nov,255289.0
East,Dec,261898.0
South,Jun,151582.0
East,Jul,216997.0
East,May,238659.0
South,Oct,172464.0
Central,Jul,196312.0
Central,Jan,195945.0
East,Aug,254720.0
Central,Feb,198918.0
South,May,170107.0
West,May,237403.0
West,Feb,185807.0
