category,month,total_sales,total_profit
Furniture,Sep,195369.0,32875.0
Furniture,Oct,177618.0,32507.0
Furniture,Mar,217654.0,39315.0
Office Supplies,Feb,488434.0,86823.0
Technology,Jul,179896.0,31839.0
Office Supplies,Dec,573806.0,101159.0
Furniture,Aug,174312.0,30842.0
Office Supplies,Jul,451780.0,81638.0
Office Supplies,Jun,431907.0,78249.0
Technology,Sep,146095.0,26067.0
Technology,Dec,200924.0,36026.0
Technology,Jun,209232.0,38811.0
Office Supplies,Jan,515196.0,91478.0
Technology,Aug,171486.0,29685.0
Technology,Oct,216852.0,36120.0
Technology,Jan,205815.0,38858.0
Office Supplies,Mar,522785.0,88097.0
Office Supplies,Aug,480477.0,88915.0
Office Supplies,Sep,467151.0,78916.0
Office Supplies,Oct,532433.0,92392.0
Furniture,Nov,171344.0,28962.0
Office Supplies,Nov,463554.0,79010.0
Technology,May,186874.0,31619.0
Furniture,Feb,137520.0,25896.0
Office Supplies,Apr,446613.0,78863.0
Furniture,Jan,165605.0,29297.0
Furniture,Jun,155022.0,28511.0
Technology,Nov,205108.0,35603.0
Technology,Mar,178690.0,31561.0
Technology,Feb,163519.0,26980.0
Furniture,Apr,199786.0,35601.0
Technology,Apr,188230.0,32536.0
Furniture,Dec,179966.0,32018.0
Office Supplies,May,505704.0,90787.0
Furniture,Jul,146004.0,26597.0
Furniture,May,173758.0,32848.0
