category,month,total_sales,total_profit
Furniture,Sep,207093.0,35762.0
Furniture,Oct,179466.0,32902.0
Furniture,Mar,222036.0,40050.0
Office Supplies,Feb,501651.0,89342.0
Technology,Jul,186231.0,33113.0
Office Supplies,Dec,596341.0,105878.0
Furniture,Aug,178274.0,31558.0
Office Supplies,Jul,476583.0,84624.0
Office Supplies,Jun,451403.0,81419.0
Technology,Sep,148263.0,26487.0
Technology,Dec,205942.0,36880.0
Technology,Jun,212588.0,39297.0
Office Supplies,Jan,557312.0,100283.0
Technology,Aug,178638.0,30743.0
Technology,Oct,222586.0,37286.0
Technology,Jan,211588.0,39925.0
Office Supplies,Mar,540389.0,90989.0
Office Supplies,Aug,490804.0,90695.0
Office Supplies,Sep,479207.0,80794.0
Office Supplies,Oct,544900.0,94672.0
Furniture,Nov,179250.0,30361.0
Office Supplies,Nov,472910.0,80768.0
Technology,May,192335.0,32524.0
Furniture,Feb,142511.0,26782.0
Office Supplies,Apr,470373.0,83376.0
Furniture,Jan,169177.0,29793.0
Furniture,Jun,160305.0,29560.0
Technology,Nov,211924.0,36968.0
Technology,Mar,184830.0,32697.0
Technology,Feb,167430.0,27677.0
Furniture,Apr,204844.0,36382.0
Technology,Apr,190984.0,32945.0
Furniture,Dec,185470.0,33017.0
Office Supplies,May,517143.0,92653.0
Furniture,Jul,151573.0,27669.0
Furniture,May,179783.0,34134.0
