region,month_name,total_sales
South,Mar,158410.0
Central,Sep,159475.0
South,Aug,136180.0
South,Jan,139465.0
East,Jun,186463.0
West,Jan,251911.0
South,Apr,123022.0
East,Apr,212356.0
East,Nov,213304.0
Central,Dec,179809.0
West,Oct,251281.0
Central,May,189763.0
Central,Jun,164679.0
East,Mar,206056.0
Central,Aug,165818.0
East,Oct,257318.0
Central,Oct,167636.0
South,Nov,131303.0
West,Jun,200775.0
Central,Apr,176373.0
South,Jul,101208.0
West,Jul,214944.0
West,Nov,221635.0
Central,Mar,208236.0
East,Jan,226860.0
West,Apr,220624.0
East,Sep,195825.0
East,Dec,241384.0
South,Jun,123582.0
East,Jul,188227.0
East,May,210803.0
South,Sep,137357.0
West,Aug,196423.0
South,Oct,157454.0
Central,Jul,172534.0
Central,Jan,175146.0
East,Aug,220608.0
Central,Nov,170748.0
South,Feb,155464.0
West,Mar,219067.0
Central,Feb,177176.0
South,Dec,145928.0
East,Feb,204558.0
South,May,156631.0
West,Dec,266621.0
West,Sep,189063.0
West,May,201059.0
West,Feb,160320.0
