category,month,total_sales,total_profit
Furniture,Sep,227637.0,39767.0
Furniture,Oct,196438.0,35995.0
Furniture,Mar,240694.0,43293.0
Office Supplies,Feb,568056.0,100717.0
Technology,Jul,207150.0,36873.0
Office Supplies,Dec,678401.0,120692.0
Furniture,Aug,199418.0,35582.0
Office Supplies,Jul,548079.0,98745.0
Office Supplies,Jun,498714.0,89879.0
Technology,Sep,175310.0,30582.0
Technology,Dec,232146.0,40455.0
Technology,Jun,247258.0,44458.0
Office Supplies,Jan,642088.0,116225.0
Technology,Aug,207918.0,36194.0
Technology,Oct,254058.0,42192.0
Technology,Jan,233000.0,43822.0
Office Supplies,Mar,617928.0,104749.0
Office Supplies,Aug,553755.0,101515.0
Office Supplies,Sep,564726.0,96462.0
Office Supplies,Oct,606277.0,104211.0
Furniture,Nov,196410.0,33524.0
Office Supplies,Nov,558920.0,95847.0
Technology,May,210188.0,35599.0
Furniture,Feb,168402.0,31766.0
Office Supplies,Apr,541848.0,96971.0
Furniture,Jan,189434.0,33375.0
Furniture,Jun,190518.0,34510.0
Technology,Nov,246606.0,43254.0
Technology,Mar,209857.0,36998.0
Technology,Feb,187438.0,30922.0
Furniture,Apr,224992.0,40641.0
Technology,Apr,220526.0,38307.0
Furniture,Dec,200636.0,35843.0
Office Supplies,May,579419.0,103836.0
Furniture,Jul,168204.0,30228.0
Furniture,May,201887.0,37985.0
