region,month_name,total_sales
South,Mar,188042.0
South,Jan,156376.0
East,Apr,256396.0
East,Nov,260120.0
Central,May,229635.0
East,Mar,242287.0
Central,Oct,201422.0
South,Nov,151169.0
Central,Apr,219471.0
South,Jul,128121.0
Central,Mar,244607.0
East,Jan,265751.0
West,Apr,252300.0
East,Sep,225794.0
South,Sep,165622.0
West,Aug,239767.0
Central,Nov,208695.0
South,Feb,180642.0
West,Mar,279121.0
South,Dec,191319.0
East,Feb,240459.0
West,Dec,311870.0
West,Sep,250909.0
Central,Sep,202421.0
South,Aug,169248.0
East,Jun,215987.0
West,Jan,307635.0
South,Apr,146896.0
Central,Dec,225620.0
West,Oct,288576.0
Central,Jun,206436.0
Central,Aug,189915.0
East,Oct,289158.0
West,Jun,250335.0
West,Jul,255394.0
West,Nov,260798.0
East,Dec,270297.0
South,Jun,158236.0
East,Jul,238023.0
East,May,242281.0
South,Oct,176284.0
Central,Jul,203267.0
Central,Jan,215130.0
East,Aug,262612.0
Central,Feb,205625.0
South,May,174679.0
West,May,247900.0
West,Feb,192342.0
