region,month_name,total_sales
South,Mar,162654.0
Central,Sep,165087.0
South,Aug,144767.0
South,Jan,144336.0
East,Jun,193167.0
West,Jan,257775.0
South,Apr,126646.0
East,Apr,216945.0
East,Nov,231426.0
Central,Dec,185059.0
West,Oct,258409.0
Central,May,195462.0
Central,Jun,168060.0
East,Mar,211004.0
Central,Aug,168411.0
East,Oct,263045.0
Central,Oct,179838.0
South,Nov,136886.0
West,Jun,213967.0
Central,Apr,184879.0
South,Jul,115476.0
West,Jul,220027.0
West,Nov,228480.0
Central,Mar,211653.0
East,Jan,233826.0
West,Apr,226082.0
East,Sep,203223.0
East,Dec,245109.0
South,Jun,131141.0
East,Jul,204290.0
East,May,219233.0
South,Sep,146371.0
West,Aug,201397.0
South,Oct,164986.0
Central,Jul,175478.0
Central,Jan,180966.0
East,Aug,226634.0
Central,Nov,175701.0
South,Feb,160887.0
West,Mar,225558.0
Central,Feb,183449.0
South,Dec,153705.0
East,Feb,208097.0
South,May,162198.0
West,Dec,271147.0
West,Sep,209945.0
West,May,214964.0
West,Feb,166330.0
