region,month_name,total_sales
South,Mar,186034.0
South,Jan,155635.0
East,Apr,244480.0
East,Nov,254127.0
Central,May,225214.0
East,Mar,237794.0
Central,Oct,197211.0
South,Nov,148774.0
Central,Apr,214193.0
South,Jul,126747.0
Central,Mar,241279.0
East,Jan,262529.0
West,Apr,244275.0
East,Sep,223016.0
South,Sep,162588.0
West,Aug,228503.0
Central,Nov,197185.0
South,Feb,178173.0
West,Mar,267088.0
South,Dec,188586.0
East,Feb,236450.0
West,Dec,303890.0
West,Sep,248254.0
Central,Sep,195948.0
South,Aug,167017.0
East,Jun,211637.0
West,Jan,301345.0
South,Apr,143944.0
Central,Dec,223804.0
West,Oct,283393.0
Central,Jun,201064.0
Central,Aug,186225.0
East,Oct,285222.0
West,Jun,246059.0
West,Jul,245555.0
West,Nov,259083.0
East,Dec,266750.0
South,Jun,154371.0
East,Jul,232590.0
East,May,239617.0
South,Oct,173542.0
Central,Jul,199226.0
Central,Jan,200357.0
East,Aug,258500.0
Central,Feb,201742.0
South,May,171830.0
West,May,243307.0
West,Feb,188818.0
