state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,107,1
Alabama,Paper,102,2
Alabama,Furnishings,62,3
Alabama,Storage,50,4
Alabama,Chairs,50,4
Alabama,Accessories,45,6
Alabama,Art,39,7
Alabama,Labels,32,8
Alabama,Phones,32,8
Alabama,Envelopes,31,10
Alabama,Tables,29,11
Alabama,Appliances,21,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Binders,372,1
Arizona,Paper,361,2
Arizona,Furnishings,344,3
Arizona,Phones,281,4
Arizona,Art,278,5
Arizona,Accessories,243,6
Arizona,Storage,187,7
Arizona,Appliances,165,8
Arizona,Labels,143,9
Arizona,Chairs,140,10
Arizona,Tables,87,11
Arizona,Envelopes,84,12
Arizona,Bookcases,79,13
Arizona,Machines,69,14
Arizona,Fasteners,45,15
Arizona,Supplies,41,16
Arizona,Copiers,13,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Accessories,21,7
Arkansas,Fasteners,20,8
Arkansas,Labels,18,9
Arkansas,Appliances,18,9
Arkansas,Tables,18,9
Arkansas,Chairs,15,12
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,2963,1
California,Binders,2273,2
California,Phones,2123,3
California,Furnishings,1983,4
California,Art,1913,5
California,Accessories,1748,6
California,Storage,1443,7
California,Appliances,1204,8
California,Chairs,1006,9
California,Labels,788,10
California,Machines,768,11
California,Envelopes,704,12
California,Tables,650,13
California,Bookcases,581,14
California,Fasteners,494,15
California,Supplies,462,16
California,Copiers,140,17
Colorado,Paper,365,1
Colorado,Binders,350,2
Colorado,Phones,272,3
Colorado,Art,264,4
Colorado,Furnishings,241,5
Colorado,Storage,206,6
Colorado,Accessories,165,7
Colorado,Appliances,128,8
Colorado,Chairs,113,9
Colorado,Envelopes,113,9
Colorado,Machines,107,11
Colorado,Bookcases,98,12
Colorado,Tables,95,13
Colorado,Labels,92,14
Colorado,Fasteners,65,15
Colorado,Supplies,54,16
Colorado,Copiers,12,17
Connecticut,Phones,113,1
Connecticut,Paper,97,2
Connecticut,Art,83,3
Connecticut,Accessories,77,4
Connecticut,Binders,74,5
Connecticut,Furnishings,63,6
Connecticut,Storage,51,7
Connecticut,Appliances,46,8
Connecticut,Chairs,34,9
Connecticut,Labels,33,10
Connecticut,Fasteners,31,11
Connecticut,Machines,30,12
Connecticut,Bookcases,24,13
Connecticut,Supplies,17,14
Connecticut,Tables,17,14
Connecticut,Copiers,7,16
Connecticut,Envelopes,7,16
Delaware,Paper,119,1
Delaware,Storage,117,2
Delaware,Furnishings,84,3
Delaware,Accessories,78,4
Delaware,Phones,70,5
Delaware,Appliances,58,6
Delaware,Art,53,7
Delaware,Chairs,51,8
Delaware,Binders,43,9
Delaware,Machines,39,10
Delaware,Supplies,22,11
Delaware,Envelopes,22,11
Delaware,Tables,20,13
Delaware,Bookcases,17,14
Delaware,Labels,16,15
Delaware,Fasteners,12,16
Delaware,Copiers,4,17
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Tables,5,7
District of Columbia,Phones,5,7
District of Columbia,Chairs,3,9
District of Columbia,Envelopes,3,9
District of Columbia,Appliances,2,11
Florida,Paper,556,1
Florida,Binders,498,2
Florida,Furnishings,413,3
Florida,Art,380,4
Florida,Accessories,374,5
Florida,Phones,369,6
Florida,Storage,246,7
Florida,Chairs,206,8
Florida,Appliances,201,9
Florida,Labels,178,10
Florida,Tables,156,11
Florida,Machines,148,12
Florida,Envelopes,127,13
Florida,Fasteners,106,14
Florida,Supplies,90,15
Florida,Bookcases,87,16
Florida,Copiers,14,17
Georgia,Paper,223,1
Georgia,Phones,192,2
Georgia,Binders,185,3
Georgia,Furnishings,141,4
Georgia,Art,137,5
Georgia,Chairs,91,6
Georgia,Storage,90,7
Georgia,Accessories,75,8
Georgia,Appliances,66,9
Georgia,Tables,63,10
Georgia,Machines,50,11
Georgia,Labels,49,12
Georgia,Bookcases,37,13
Georgia,Envelopes,25,14
Georgia,Supplies,19,15
Georgia,Fasteners,18,16
Georgia,Copiers,5,17
Illinois,Paper,725,1
Illinois,Binders,543,2
Illinois,Furnishings,519,3
Illinois,Phones,483,4
Illinois,Accessories,389,5
Illinois,Art,351,6
Illinois,Storage,281,7
Illinois,Chairs,259,8
Illinois,Appliances,254,9
Illinois,Machines,195,10
Illinois,Labels,173,11
Illinois,Bookcases,159,12
Illinois,Tables,138,13
Illinois,Envelopes,132,14
Illinois,Supplies,119,15
Illinois,Fasteners,112,16
Illinois,Copiers,20,17
Indiana,Paper,168,1
Indiana,Phones,158,2
Indiana,Binders,144,3
Indiana,Accessories,134,4
Indiana,Art,82,5
Indiana,Furnishings,81,6
Indiana,Storage,68,7
Indiana,Appliances,57,8
Indiana,Labels,54,9
Indiana,Chairs,52,10
