category,month,total_sales,total_profit
Furniture,Sep,208411.0,36108.0
Furniture,Oct,181274.0,33236.0
Furniture,Mar,222760.0,40200.0
Office Supplies,Feb,505114.0,89918.0
Technology,Jul,188083.0,33494.0
Office Supplies,Dec,600146.0,106636.0
Furniture,Aug,178965.0,31658.0
Office Supplies,Jul,479608.0,85181.0
Office Supplies,Jun,455349.0,81937.0
Technology,Sep,150638.0,26813.0
Technology,Dec,205942.0,36880.0
Technology,Jun,213026.0,39415.0
Office Supplies,Jan,560685.0,100965.0
Technology,Aug,180076.0,30921.0
Technology,Oct,223712.0,37463.0
Technology,Jan,212672.0,40049.0
Office Supplies,Mar,543647.0,91508.0
Office Supplies,Aug,493847.0,91357.0
Office Supplies,Sep,483234.0,81656.0
Office Supplies,Oct,547436.0,95027.0
Furniture,Nov,179501.0,30395.0
Office Supplies,Nov,477528.0,81644.0
Technology,May,193916.0,32783.0
Furniture,Feb,144246.0,26978.0
Office Supplies,Apr,475229.0,84163.0
Furniture,Jan,169451.0,29817.0
Furniture,Jun,161217.0,29742.0
Technology,Nov,213156.0,37236.0
Technology,Mar,185860.0,32827.0
Technology,Feb,168960.0,27975.0
Furniture,Apr,205396.0,36465.0
Technology,Apr,193549.0,33422.0
Furniture,Dec,185470.0,33017.0
Office Supplies,May,520058.0,93264.0
Furniture,Jul,154477.0,27994.0
Furniture,May,180389.0,34287.0
