state,total_sales,total_customers
Alabama,70350.0,24
Arizona,287172.0,57
Arkansas,64822.0,6
California,2092601.0,433
Colorado,248229.0,60
Connecticut,85899.0,20
Delaware,85104.0,18
District of Columbia,5512.0,1
Florida,418848.0,84
Georgia,127493.0,35
Illinois,458369.0,98
Indiana,135423.0,30
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,263403.0,46
Louisiana,54474.0,18
Maryland,25659.0,6
Massachusetts,127672.0,27
Michigan,202376.0,43
Minnesota,178758.0,33
Mississippi,69640.0,14
Missouri,69238.0,20
Nebraska,2793.0,2
Nevada,14941.0,3
New Hampshire,22321.0,3
New Jersey,169306.0,35
New Mexico,16545.0,9
New York,1034594.0,221
North Carolina,315804.0,72
Ohio,519555.0,118
Oklahoma,42395.0,9
Oregon,42738.0,8
Pennsylvania,530173.0,119
Rhode Island,54809.0,10
South Dakota,457.0,1
Tennessee,155520.0,29
Texas,1060650.0,215
Utah,50262.0,12
Virginia,229233.0,39
Washington,478454.0,108
Wisconsin,54845.0,17
