category,month,total_sales,total_profit
Furniture,Sep,191066.0,32219.0
Furniture,Oct,175269.0,32131.0
Furniture,Mar,207872.0,37886.0
Office Supplies,Feb,472577.0,84514.0
Technology,Jul,175698.0,30990.0
Office Supplies,Dec,557782.0,98561.0
Furniture,Aug,169873.0,30298.0
Office Supplies,Jul,442422.0,80229.0
Office Supplies,Jun,422886.0,76664.0
Technology,Sep,140436.0,25048.0
Technology,Dec,189372.0,33287.0
Technology,Jun,206384.0,38409.0
Office Supplies,Jan,502236.0,89521.0
Technology,Aug,165948.0,28729.0
Technology,Oct,213869.0,35597.0
Technology,Jan,201282.0,38121.0
Office Supplies,Mar,510798.0,85926.0
Office Supplies,Aug,471963.0,87044.0
Office Supplies,Sep,457594.0,77364.0
Office Supplies,Oct,523463.0,90921.0
Furniture,Nov,170188.0,28800.0
Office Supplies,Nov,453675.0,77216.0
Technology,May,181279.0,30494.0
Furniture,Feb,135574.0,25665.0
Office Supplies,Apr,439268.0,77637.0
Furniture,Jan,163312.0,28939.0
Furniture,Jun,141928.0,25888.0
Technology,Nov,202441.0,35159.0
Technology,Mar,162471.0,28797.0
Technology,Feb,161320.0,26565.0
Furniture,Apr,189524.0,34440.0
Technology,Apr,185460.0,32050.0
Furniture,Dec,176645.0,31569.0
Office Supplies,May,496820.0,89260.0
Furniture,Jul,143460.0,26210.0
Furniture,May,169270.0,32275.0
