state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,160,1
Alabama,Paper,152,2
Alabama,Furnishings,108,3
Alabama,Storage,107,4
Alabama,Accessories,89,5
Alabama,Art,79,6
Alabama,Chairs,65,7
Alabama,Appliances,53,8
Alabama,Phones,52,9
Alabama,Labels,49,10
Alabama,Tables,43,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,30,14
Alabama,Supplies,16,15
Alabama,Machines,11,16
Alabama,Copiers,11,16
Arizona,Paper,665,1
Arizona,Binders,538,2
Arizona,Furnishings,502,3
Arizona,Phones,450,4
Arizona,Art,414,5
Arizona,Accessories,360,6
Arizona,Storage,264,7
Arizona,Appliances,234,8
Arizona,Chairs,206,9
Arizona,Labels,196,10
Arizona,Envelopes,129,11
Arizona,Bookcases,127,12
Arizona,Machines,107,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,64,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Phones,72,2
Arkansas,Binders,64,3
Arkansas,Art,63,4
Arkansas,Furnishings,60,5
Arkansas,Storage,42,6
Arkansas,Chairs,33,7
Arkansas,Accessories,28,8
Arkansas,Fasteners,24,9
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Envelopes,16,13
Arkansas,Machines,12,14
Arkansas,Supplies,7,15
Arkansas,Bookcases,5,16
California,Paper,4906,1
California,Binders,3557,2
California,Phones,3396,3
California,Furnishings,3213,4
California,Art,2966,5
California,Accessories,2582,6
California,Storage,2358,7
California,Appliances,1809,8
California,Chairs,1571,9
California,Labels,1262,10
California,Machines,1175,11
California,Envelopes,1040,12
California,Tables,986,13
California,Bookcases,904,14
California,Fasteners,798,15
California,Supplies,704,16
California,Copiers,239,17
Colorado,Paper,544,1
Colorado,Binders,535,2
Colorado,Furnishings,435,3
Colorado,Phones,406,4
Colorado,Art,401,5
Colorado,Storage,338,6
Colorado,Accessories,322,7
Colorado,Appliances,227,8
Colorado,Envelopes,182,9
Colorado,Chairs,166,10
Colorado,Machines,165,11
Colorado,Labels,162,12
Colorado,Tables,139,13
Colorado,Bookcases,120,14
Colorado,Fasteners,111,15
Colorado,Supplies,92,16
Colorado,Copiers,27,17
Connecticut,Paper,185,1
Connecticut,Phones,150,2
Connecticut,Art,144,3
Connecticut,Binders,112,4
Connecticut,Accessories,103,5
Connecticut,Furnishings,98,6
Connecticut,Storage,73,7
Connecticut,Chairs,69,8
Connecticut,Appliances,60,9
Connecticut,Machines,59,10
Connecticut,Labels,48,11
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Tables,26,14
Connecticut,Envelopes,25,15
Connecticut,Supplies,23,16
Connecticut,Copiers,7,17
Delaware,Paper,198,1
Delaware,Storage,146,2
Delaware,Furnishings,124,3
Delaware,Accessories,113,4
Delaware,Phones,96,5
Delaware,Binders,94,6
Delaware,Appliances,75,7
Delaware,Art,66,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Envelopes,40,11
Delaware,Tables,39,12
Delaware,Labels,33,13
Delaware,Supplies,30,14
Delaware,Bookcases,29,15
Delaware,Fasteners,18,16
Delaware,Copiers,9,17
District of Columbia,Paper,44,1
District of Columbia,Furnishings,26,2
District of Columbia,Phones,25,3
District of Columbia,Art,19,4
District of Columbia,Labels,16,5
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Supplies,12,9
District of Columbia,Appliances,12,9
District of Columbia,Chairs,8,11
District of Columbia,Accessories,8,11
District of Columbia,Fasteners,7,13
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,947,1
Florida,Furnishings,687,2
Florida,Binders,676,3
Florida,Phones,565,4
Florida,Art,517,5
Florida,Accessories,494,6
Florida,Storage,393,7
Florida,Appliances,320,8
Florida,Chairs,304,9
Florida,Labels,267,10
Florida,Tables,239,11
Florida,Machines,231,12
Florida,Fasteners,155,13
Florida,Envelopes,141,14
Florida,Supplies,140,15
Florida,Bookcases,134,16
Florida,Copiers,21,17
Georgia,Paper,396,1
Georgia,Binders,338,2
Georgia,Phones,280,3
Georgia,Furnishings,273,4
Georgia,Art,225,5
Georgia,Accessories,158,6
Georgia,Storage,151,7
Georgia,Chairs,137,8
Georgia,Appliances,135,9
Georgia,Tables,111,10
Georgia,Labels,83,11
Georgia,Machines,79,12
Georgia,Bookcases,60,13
Georgia,Envelopes,59,14
Georgia,Fasteners,46,15
Georgia,Supplies,38,16
Georgia,Copiers,8,17
Illinois,Paper,1320,1
Illinois,Binders,894,2
Illinois,Phones,794,3
Illinois,Furnishings,773,4
Illinois,Accessories,677,5
Illinois,Art,637,6
Illinois,Storage,579,7
Illinois,Appliances,425,8
Illinois,Chairs,395,9
Illinois,Machines,355,10
Illinois,Labels,339,11
Illinois,Bookcases,258,12
Illinois,Tables,257,13
Illinois,Envelopes,203,14
Illinois,Supplies,199,15
Illinois,Fasteners,169,16
Illinois,Copiers,46,17
Indiana,Paper,292,1
Indiana,Phones,235,2
