region,month_name,total_sales
South,Mar,163090.0
Central,Sep,166499.0
South,Aug,145414.0
South,Jan,144336.0
East,Jun,196879.0
West,Jan,260468.0
South,Apr,134773.0
East,Apr,219195.0
East,Nov,231426.0
Central,Dec,186717.0
West,Oct,258895.0
Central,May,202361.0
Central,Jun,168768.0
East,Mar,211218.0
Central,Aug,168562.0
East,Oct,264559.0
Central,Oct,179838.0
South,Nov,136999.0
West,Jun,216596.0
Central,Apr,186359.0
South,Jul,116166.0
West,Jul,221670.0
West,Nov,229294.0
Central,Mar,216989.0
East,Jan,234202.0
West,Apr,227907.0
East,Sep,203223.0
East,Dec,247298.0
South,Jun,131141.0
East,Jul,205112.0
East,May,219870.0
South,Sep,147155.0
West,Aug,208264.0
South,Oct,164986.0
Central,Jul,175717.0
Central,Jan,182120.0
East,Aug,227995.0
Central,Nov,176496.0
South,Feb,161367.0
West,Mar,234758.0
Central,Feb,185006.0
South,Dec,154583.0
East,Feb,208996.0
South,May,162198.0
West,Dec,272531.0
West,Sep,219230.0
West,May,220549.0
West,Feb,168036.0
