region,month_name,total_sales
South,Mar,163813.0
South,Jan,148016.0
East,Apr,231439.0
East,Nov,233998.0
Central,May,205878.0
East,Mar,215962.0
Central,Oct,181651.0
South,Nov,137140.0
Central,Apr,192092.0
South,Jul,117372.0
Central,Mar,219109.0
East,Jan,237362.0
West,Apr,229671.0
East,Sep,207259.0
South,Sep,148389.0
West,Aug,211620.0
Central,Nov,179329.0
South,Feb,161928.0
West,Mar,238619.0
South,Dec,156310.0
East,Feb,218512.0
West,Dec,275616.0
West,Sep,220486.0
Central,Sep,168325.0
South,Aug,147710.0
East,Jun,202632.0
West,Jan,266006.0
South,Apr,134960.0
Central,Dec,191644.0
West,Oct,264396.0
Central,Jun,171312.0
Central,Aug,169815.0
East,Oct,269011.0
West,Jun,222718.0
West,Jul,225769.0
West,Nov,232992.0
East,Dec,250900.0
South,Jun,133215.0
East,Jul,208190.0
East,May,224104.0
South,Oct,167707.0
Central,Jul,179190.0
Central,Jan,183750.0
East,Aug,232109.0
Central,Feb,186658.0
South,May,163752.0
West,May,225886.0
West,Feb,171368.0
