region,month_name,total_sales
South,Mar,154233.0
Central,Sep,153982.0
South,Aug,132520.0
South,Jan,134586.0
East,Jun,181300.0
West,Jan,229250.0
South,Apr,113528.0
East,Apr,208095.0
East,Nov,205409.0
Central,Dec,164435.0
West,Oct,217169.0
Central,May,177592.0
Central,Jun,153192.0
East,Mar,201714.0
Central,Aug,159826.0
East,Oct,252309.0
Central,Oct,161238.0
South,Nov,127341.0
West,Jun,194479.0
Central,Apr,172047.0
South,Jul,95817.0
West,Jul,207719.0
West,Nov,216259.0
Central,Mar,201659.0
East,Jan,209742.0
West,Apr,211521.0
East,Sep,182637.0
East,Dec,226923.0
South,Jun,121244.0
East,Jul,184145.0
East,May,206513.0
South,Sep,132974.0
West,Aug,190376.0
South,Oct,155698.0
Central,Jul,165821.0
Central,Jan,157557.0
East,Aug,216547.0
Central,Nov,154671.0
South,Feb,145355.0
West,Mar,207634.0
Central,Feb,163640.0
South,Dec,144093.0
East,Feb,200443.0
South,May,153298.0
West,Dec,262201.0
West,Sep,184653.0
West,May,191464.0
West,Feb,153053.0
