region,month_name,total_sales
South,Mar,202716.0
South,Jan,176591.0
East,Apr,283420.0
East,Nov,287786.0
Central,May,243423.0
East,Mar,264616.0
Central,Oct,216388.0
South,Nov,156772.0
Central,Apr,236883.0
South,Jul,132041.0
Central,Mar,262080.0
East,Jan,283036.0
West,Apr,272309.0
East,Sep,248817.0
South,Sep,173236.0
West,Aug,260609.0
Central,Nov,232875.0
South,Feb,186048.0
West,Mar,293759.0
South,Dec,200605.0
East,Feb,257445.0
West,Dec,341349.0
West,Sep,267109.0
Central,Sep,215396.0
South,Aug,180403.0
East,Jun,228076.0
West,Jan,332590.0
South,Apr,156881.0
Central,Dec,242085.0
West,Oct,305451.0
Central,Jun,219362.0
Central,Aug,201610.0
East,Oct,313451.0
West,Jun,273990.0
West,Jul,279452.0
West,Nov,278441.0
East,Dec,293432.0
South,Jun,168541.0
East,Jul,255532.0
East,May,256519.0
South,Oct,181331.0
Central,Jul,217506.0
Central,Jan,241094.0
East,Aug,275618.0
Central,Feb,217623.0
South,May,182609.0
West,May,278392.0
West,Feb,212380.0
