segment,month_name,total_sales,total_profit
Corporate,Oct,274636.0,46937.0
Home Office,Jul,149995.0,26483.0
Consumer,Jul,372577.0,67334.0
Corporate,Mar,237492.0,40380.0
Consumer,Nov,347071.0,59828.0
Home Office,Aug,133441.0,23129.0
Consumer,Aug,406832.0,74314.0
Corporate,Aug,216835.0,37717.0
Home Office,Apr,141682.0,25188.0
Consumer,Jun,370540.0,66759.0
Consumer,May,401503.0,71340.0
Home Office,Sep,111732.0,18411.0
Corporate,Jul,205209.0,37645.0
Corporate,Dec,279563.0,49689.0
Corporate,May,268674.0,48481.0
Corporate,Apr,250721.0,43261.0
Home Office,May,141427.0,26039.0
Home Office,Jan,163101.0,30044.0
Home Office,Jun,121053.0,22849.0
Consumer,Sep,408511.0,69053.0
Home Office,Mar,170608.0,27962.0
Consumer,Apr,392344.0,70527.0
Home Office,Nov,162950.0,28486.0
Home Office,Oct,168845.0,29633.0
Consumer,Dec,441704.0,80777.0
Corporate,Nov,269981.0,45153.0
Corporate,Sep,221373.0,39415.0
Corporate,Feb,234616.0,39079.0
Home Office,Feb,139455.0,25648.0
Consumer,Mar,427502.0,75932.0
Consumer,Oct,435955.0,76485.0
Corporate,Jan,288207.0,50027.0
Consumer,Jan,380146.0,70189.0
Corporate,Jun,233146.0,42374.0
Home Office,Dec,149776.0,24449.0
Consumer,Feb,359179.0,65209.0
