segment,month_name,total_sales,total_profit
Corporate,Oct,267888.0,46087.0
Home Office,Jul,134998.0,23799.0
Consumer,Jul,356187.0,64452.0
Corporate,Mar,229798.0,38940.0
Consumer,Nov,338186.0,58303.0
Home Office,Aug,128477.0,22140.0
Consumer,Aug,392284.0,72076.0
Corporate,Aug,214820.0,37341.0
Home Office,Apr,135656.0,23938.0
Consumer,Jun,356687.0,64659.0
Consumer,May,392240.0,69700.0
Home Office,Sep,106225.0,17342.0
Corporate,Jul,201138.0,36841.0
Corporate,Dec,274148.0,48756.0
Corporate,May,253545.0,45181.0
Corporate,Apr,245200.0,42326.0
Home Office,May,135418.0,24811.0
Home Office,Jan,157419.0,28948.0
Home Office,Jun,113791.0,21578.0
Consumer,Sep,390337.0,66085.0
Home Office,Mar,157129.0,25003.0
Consumer,Apr,366489.0,65299.0
Home Office,Nov,158093.0,27581.0
Home Office,Oct,163816.0,28865.0
Consumer,Dec,431121.0,78796.0
Corporate,Nov,264141.0,43954.0
Corporate,Sep,217719.0,38855.0
Corporate,Feb,230390.0,38401.0
Home Office,Feb,134787.0,24630.0
Consumer,Mar,413461.0,73717.0
Consumer,Oct,424793.0,74404.0
Corporate,Jan,283459.0,49280.0
Consumer,Jan,365351.0,67495.0
Corporate,Jun,226293.0,41071.0
Home Office,Dec,142384.0,23213.0
Consumer,Feb,347054.0,63660.0
