category,month,total_sales,total_profit
Furniture,Sep,189164.0,31884.0
Furniture,Oct,171787.0,31501.0
Furniture,Mar,203777.0,37131.0
Office Supplies,Feb,457324.0,81761.0
Technology,Jul,166287.0,29451.0
Office Supplies,Dec,537374.0,94743.0
Furniture,Aug,166776.0,29567.0
Office Supplies,Jul,430415.0,78039.0
Office Supplies,Jun,410165.0,74235.0
Technology,Sep,135654.0,24375.0
Technology,Dec,186256.0,32693.0
Technology,Jun,200481.0,37382.0
Office Supplies,Jan,490363.0,87527.0
Technology,Aug,160562.0,27914.0
Technology,Oct,211259.0,35046.0
Technology,Jan,195940.0,37062.0
Office Supplies,Mar,494997.0,83202.0
Office Supplies,Aug,462546.0,85167.0
Office Supplies,Sep,427323.0,72207.0
Office Supplies,Oct,506918.0,88328.0
Furniture,Nov,161895.0,27177.0
Office Supplies,Nov,435157.0,74047.0
Technology,May,173102.0,29136.0
Furniture,Feb,131995.0,25008.0
Office Supplies,Apr,427981.0,75811.0
Furniture,Jan,158779.0,28115.0
Furniture,Jun,127571.0,22624.0
Technology,Nov,197883.0,34534.0
Technology,Mar,151484.0,26643.0
Technology,Feb,157471.0,25703.0
Furniture,Apr,185745.0,33810.0
Technology,Apr,180894.0,31284.0
Furniture,Dec,162708.0,29913.0
Office Supplies,May,486122.0,87285.0
Furniture,Jul,141542.0,25771.0
Furniture,May,166158.0,31701.0
