segment,month_name,total_sales,total_profit
Corporate,Oct,297136.0,50906.0
Home Office,Jul,175949.0,30697.0
Consumer,Jul,423805.0,75109.0
Corporate,Mar,266355.0,45920.0
Consumer,Nov,394266.0,67576.0
Home Office,Aug,144853.0,25201.0
Consumer,Aug,456299.0,84214.0
Corporate,Aug,249745.0,44232.0
Home Office,Apr,155622.0,27616.0
Consumer,Jun,422753.0,76205.0
Consumer,May,443828.0,78487.0
Home Office,Sep,127592.0,21098.0
Corporate,Jul,221486.0,40653.0
Corporate,Dec,327910.0,59000.0
Corporate,May,286335.0,51471.0
Corporate,Apr,279814.0,48414.0
Home Office,May,161649.0,29807.0
Home Office,Jan,177699.0,32402.0
Home Office,Jun,150569.0,28380.0
Consumer,Sep,459443.0,78344.0
Home Office,Mar,185453.0,30594.0
Consumer,Apr,435494.0,77474.0
Home Office,Nov,181885.0,32054.0
Home Office,Oct,185537.0,32568.0
Consumer,Dec,491229.0,88811.0
Corporate,Nov,292189.0,49350.0
Corporate,Sep,251108.0,44224.0
Corporate,Feb,257913.0,43409.0
Home Office,Feb,152501.0,28015.0
Consumer,Mar,500392.0,88014.0
Consumer,Oct,467990.0,82045.0
Corporate,Jan,310714.0,53751.0
Consumer,Jan,452828.0,84322.0
Corporate,Jun,254657.0,46136.0
Home Office,Dec,171259.0,28555.0
Consumer,Feb,404378.0,72918.0
