segment,month_name,total_sales,total_profit
Corporate,Oct,478688.0,83210.0
Home Office,Jul,312562.0,53962.0
Consumer,Jul,701115.0,123221.0
Corporate,Mar,463886.0,78621.0
Consumer,Nov,698181.0,121658.0
Home Office,Aug,242686.0,41690.0
Consumer,Aug,760806.0,139084.0
Corporate,Aug,414336.0,73307.0
Home Office,Apr,245180.0,43783.0
Consumer,Jun,757868.0,133559.0
Consumer,May,774983.0,136829.0
Home Office,Sep,241030.0,41284.0
Corporate,Jul,423740.0,75680.0
Corporate,Dec,532163.0,97070.0
Corporate,May,456923.0,80549.0
Corporate,Apr,469245.0,80273.0
Home Office,May,294052.0,53704.0
Home Office,Jan,293647.0,53221.0
Home Office,Jun,252157.0,45069.0
Consumer,Sep,759586.0,132395.0
Home Office,Mar,288596.0,47796.0
Consumer,Apr,758925.0,135713.0
Home Office,Nov,270481.0,47070.0
Home Office,Oct,290251.0,50759.0
Consumer,Dec,820118.0,144698.0
Corporate,Nov,501362.0,87256.0
Corporate,Sep,406532.0,71578.0
Corporate,Feb,427109.0,73544.0
Home Office,Feb,245060.0,43378.0
Consumer,Mar,772800.0,134163.0
Consumer,Oct,781263.0,136049.0
Corporate,Jan,500876.0,88635.0
Consumer,Jan,757102.0,139350.0
Corporate,Jun,427986.0,76995.0
Home Office,Dec,277028.0,46580.0
Consumer,Feb,685155.0,122379.0
