segment,month_name,total_sales,total_profit
Corporate,Oct,477491.0,83054.0
Home Office,Jul,310248.0,53484.0
Consumer,Jul,699106.0,122795.0
Corporate,Mar,463348.0,78527.0
Consumer,Nov,696036.0,121193.0
Home Office,Aug,240457.0,41157.0
Consumer,Aug,755909.0,138410.0
Corporate,Aug,411551.0,72769.0
Home Office,Apr,244291.0,43604.0
Consumer,Jun,756040.0,133339.0
Consumer,May,771599.0,136205.0
Home Office,Sep,240791.0,41235.0
Corporate,Jul,423244.0,75573.0
Corporate,Dec,531492.0,96929.0
Corporate,May,455792.0,80337.0
Corporate,Apr,468631.0,80156.0
Home Office,May,293912.0,53686.0
Home Office,Jan,293579.0,53214.0
Home Office,Jun,252157.0,45069.0
Consumer,Sep,759008.0,132271.0
Home Office,Mar,288298.0,47741.0
Consumer,Apr,757526.0,135542.0
Home Office,Nov,270481.0,47070.0
Home Office,Oct,288555.0,50588.0
Consumer,Dec,817612.0,144158.0
Corporate,Nov,497140.0,86672.0
Corporate,Sep,405466.0,71401.0
Corporate,Feb,425916.0,73276.0
Home Office,Feb,243782.0,43025.0
Consumer,Mar,772650.0,134123.0
Consumer,Oct,778720.0,135561.0
Corporate,Jan,499444.0,88349.0
Consumer,Jan,755441.0,138932.0
Corporate,Jun,427472.0,76912.0
Home Office,Dec,275773.0,46346.0
Consumer,Feb,680775.0,121356.0
