category,month,total_sales,total_profit
Furniture,Sep,205848.0,35649.0
Furniture,Oct,178318.0,32618.0
Furniture,Mar,219898.0,39687.0
Office Supplies,Feb,498015.0,88571.0
Technology,Jul,184845.0,32843.0
Office Supplies,Dec,594158.0,105585.0
Furniture,Aug,178083.0,31536.0
Office Supplies,Jul,470660.0,83887.0
Office Supplies,Jun,443592.0,80228.0
Technology,Sep,147867.0,26415.0
Technology,Dec,205087.0,36727.0
Technology,Jun,211242.0,39077.0
Office Supplies,Jan,543449.0,98224.0
Technology,Aug,176166.0,30421.0
Technology,Oct,220760.0,36991.0
Technology,Jan,207839.0,39219.0
Office Supplies,Mar,528984.0,89276.0
Office Supplies,Aug,485996.0,89782.0
Office Supplies,Sep,476091.0,80329.0
Office Supplies,Oct,540290.0,93948.0
Furniture,Nov,178550.0,30228.0
Office Supplies,Nov,469826.0,80171.0
Technology,May,189351.0,31984.0
Furniture,Feb,141063.0,26624.0
Office Supplies,Apr,454035.0,80213.0
Furniture,Jan,168578.0,29705.0
Furniture,Jun,158297.0,29237.0
Technology,Nov,210793.0,36743.0
Technology,Mar,183313.0,32330.0
Technology,Feb,166105.0,27459.0
Furniture,Apr,203034.0,36128.0
Technology,Apr,189823.0,32773.0
Furniture,Dec,183785.0,32691.0
Office Supplies,May,512318.0,91995.0
Furniture,Jul,148613.0,27151.0
Furniture,May,178299.0,33782.0
