segment,month_name,total_sales,total_profit
Corporate,Oct,249804.0,43430.0
Home Office,Jul,129444.0,23013.0
Consumer,Jul,337962.0,60910.0
Corporate,Mar,223265.0,37549.0
Consumer,Nov,322392.0,55030.0
Home Office,Aug,123130.0,21484.0
Consumer,Aug,374624.0,68753.0
Corporate,Aug,210277.0,36622.0
Home Office,Apr,124415.0,21464.0
Consumer,Jun,347969.0,63116.0
Consumer,May,368460.0,65292.0
Home Office,Sep,99669.0,16184.0
Corporate,Jul,196202.0,35916.0
Corporate,Dec,267589.0,47464.0
Corporate,May,239459.0,42568.0
Corporate,Apr,238369.0,41410.0
Home Office,May,129875.0,23955.0
Home Office,Jan,142068.0,25753.0
Home Office,Jun,105343.0,19519.0
Consumer,Sep,361657.0,61665.0
Home Office,Mar,151376.0,24001.0
Consumer,Apr,353900.0,62800.0
Home Office,Nov,138498.0,24217.0
Home Office,Oct,157972.0,27662.0
Consumer,Dec,402064.0,71393.0
Corporate,Nov,258432.0,42940.0
Corporate,Sep,198650.0,34728.0
Corporate,Feb,220400.0,36846.0
Home Office,Feb,120394.0,21457.0
Consumer,Mar,403678.0,71974.0
Consumer,Oct,388903.0,67890.0
Corporate,Jan,270738.0,47290.0
Consumer,Jan,351807.0,64755.0
Corporate,Jun,208848.0,37039.0
Home Office,Dec,138703.0,22584.0
Consumer,Feb,336098.0,62159.0
