category,month,total_sales,total_profit
Furniture,Sep,303303.0,52444.0
Furniture,Oct,267226.0,49012.0
Furniture,Mar,337555.0,58562.0
Office Supplies,Feb,800763.0,140758.0
Technology,Jul,313995.0,56108.0
Office Supplies,Dec,962943.0,169862.0
Furniture,Aug,290392.0,52038.0
Office Supplies,Jul,834801.0,146293.0
Office Supplies,Jun,788710.0,141036.0
Technology,Sep,252545.0,43781.0
Technology,Dec,328302.0,57710.0
Technology,Jun,344411.0,62654.0
Office Supplies,Jan,916743.0,165077.0
Technology,Aug,334401.0,57713.0
Technology,Oct,368882.0,61736.0
Technology,Jan,338252.0,62926.0
Office Supplies,Mar,873968.0,147103.0
Office Supplies,Aug,773176.0,140704.0
Office Supplies,Sep,831056.0,145073.0
Office Supplies,Oct,890555.0,155616.0
Furniture,Nov,292042.0,50071.0
Office Supplies,Nov,812326.0,140399.0
Technology,May,320802.0,54703.0
Furniture,Feb,239281.0,43531.0
Office Supplies,Apr,799796.0,141495.0
Furniture,Jan,285523.0,51085.0
Furniture,Jun,291264.0,49684.0
Technology,Nov,347438.0,62473.0
Technology,Mar,297595.0,52372.0
Technology,Feb,299403.0,51043.0
Furniture,Apr,332239.0,58693.0
Technology,Apr,326380.0,56883.0
Furniture,Dec,317128.0,57395.0
Office Supplies,May,869773.0,154723.0
Furniture,Jul,270406.0,47368.0
Furniture,May,312773.0,57441.0
