segment,month_name,total_sales,total_profit
Corporate,Oct,285891.0,48852.0
Home Office,Jul,162083.0,28411.0
Consumer,Jul,390890.0,70728.0
Corporate,Mar,256227.0,44134.0
Consumer,Nov,374450.0,64031.0
Home Office,Aug,137185.0,23966.0
Consumer,Aug,434603.0,80259.0
Corporate,Aug,238076.0,42099.0
Home Office,Apr,149346.0,26544.0
Consumer,Jun,389278.0,70092.0
Consumer,May,422698.0,74876.0
Home Office,Sep,120333.0,19777.0
Corporate,Jul,211240.0,38648.0
Corporate,Dec,294430.0,52143.0
Corporate,May,275697.0,49739.0
Corporate,Apr,260201.0,44846.0
Home Office,May,149894.0,27620.0
Home Office,Jan,170403.0,31219.0
Home Office,Jun,140973.0,27088.0
Consumer,Sep,432547.0,72806.0
Home Office,Mar,174928.0,28776.0
Consumer,Apr,406831.0,73026.0
Home Office,Nov,173485.0,30359.0
Home Office,Oct,174888.0,30668.0
Consumer,Dec,466997.0,84331.0
Corporate,Nov,279266.0,46887.0
Corporate,Sep,239944.0,42653.0
Corporate,Feb,245447.0,41019.0
Home Office,Feb,144515.0,26485.0
Consumer,Mar,450752.0,79822.0
Consumer,Oct,454673.0,79658.0
Corporate,Jan,299287.0,51924.0
Consumer,Jan,397341.0,73490.0
Corporate,Jun,241859.0,43909.0
Home Office,Dec,164755.0,27394.0
Consumer,Feb,381712.0,69591.0
