segment,month_name,total_sales,total_profit
Corporate,Oct,294549.0,50432.0
Home Office,Jul,170824.0,29908.0
Consumer,Jul,417628.0,74273.0
Corporate,Mar,264801.0,45721.0
Consumer,Nov,391642.0,67050.0
Home Office,Aug,143361.0,24859.0
Consumer,Aug,453218.0,83607.0
Corporate,Aug,249322.0,44128.0
Home Office,Apr,154106.0,27288.0
Consumer,Jun,420590.0,75806.0
Consumer,May,439871.0,77915.0
Home Office,Sep,126336.0,20899.0
Corporate,Jul,219922.0,40392.0
Corporate,Dec,326912.0,58835.0
Corporate,May,285667.0,51283.0
Corporate,Apr,274921.0,47750.0
Home Office,May,160586.0,29643.0
Home Office,Jan,176096.0,32138.0
Home Office,Jun,147925.0,28017.0
Consumer,Sep,457063.0,77955.0
Home Office,Mar,181010.0,29812.0
Consumer,Apr,431194.0,76732.0
Home Office,Nov,180187.0,31737.0
Home Office,Oct,184217.0,32341.0
Consumer,Dec,489237.0,88387.0
Corporate,Nov,289788.0,48845.0
Corporate,Sep,248579.0,43871.0
Corporate,Feb,257529.0,43356.0
Home Office,Feb,149844.0,27360.0
Consumer,Mar,491463.0,86804.0
Consumer,Oct,465074.0,81570.0
Corporate,Jan,307551.0,53231.0
Consumer,Jan,448807.0,83674.0
Corporate,Jun,250695.0,45688.0
Home Office,Dec,169435.0,28258.0
Consumer,Feb,400575.0,72293.0
