category,month,total_sales,total_profit
Furniture,Sep,189587.0,32001.0
Furniture,Oct,172901.0,31696.0
Furniture,Mar,204666.0,37353.0
Office Supplies,Feb,460569.0,82230.0
Technology,Jul,166588.0,29504.0
Office Supplies,Dec,538288.0,94874.0
Furniture,Aug,167712.0,29751.0
Office Supplies,Jul,432697.0,78431.0
Office Supplies,Jun,412160.0,74660.0
Technology,Sep,135654.0,24375.0
Technology,Dec,186777.0,32800.0
Technology,Jun,201563.0,37598.0
Office Supplies,Jan,493945.0,88047.0
Technology,Aug,160703.0,27934.0
Technology,Oct,212339.0,35261.0
Technology,Jan,198349.0,37567.0
Office Supplies,Mar,497632.0,83845.0
Office Supplies,Aug,464226.0,85471.0
Office Supplies,Sep,440693.0,74666.0
Office Supplies,Oct,510619.0,89015.0
Furniture,Nov,162839.0,27408.0
Office Supplies,Nov,438860.0,74671.0
Technology,May,175992.0,29501.0
Furniture,Feb,131995.0,25008.0
Office Supplies,Apr,429089.0,76008.0
Furniture,Jan,160046.0,28404.0
Furniture,Jun,128010.0,22696.0
Technology,Nov,198147.0,34583.0
Technology,Mar,151589.0,26649.0
Technology,Feb,157811.0,25766.0
Furniture,Apr,186747.0,33999.0
Technology,Apr,181903.0,31423.0
Furniture,Dec,172903.0,30894.0
Office Supplies,May,487826.0,87644.0
Furniture,Jul,141611.0,25775.0
Furniture,May,167494.0,31956.0
