state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,88,1
Alabama,Binders,78,2
Alabama,Furnishings,55,3
Alabama,Chairs,39,4
Alabama,Accessories,36,5
Alabama,Storage,32,6
Alabama,Art,32,6
Alabama,Envelopes,23,8
Alabama,Tables,23,8
Alabama,Phones,18,10
Alabama,Appliances,15,11
Alabama,Labels,14,12
Alabama,Bookcases,12,13
Alabama,Fasteners,9,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,306,1
Arizona,Binders,305,2
Arizona,Furnishings,277,3
Arizona,Phones,242,4
Arizona,Art,230,5
Arizona,Accessories,178,6
Arizona,Storage,174,7
Arizona,Appliances,140,8
Arizona,Labels,136,9
Arizona,Chairs,132,10
Arizona,Envelopes,79,11
Arizona,Bookcases,73,12
Arizona,Tables,67,13
Arizona,Machines,67,13
Arizona,Fasteners,41,15
Arizona,Supplies,37,16
Arizona,Copiers,11,17
Arkansas,Furnishings,50,1
Arkansas,Art,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Fasteners,18,7
Arkansas,Labels,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2406,1
California,Binders,1900,2
California,Phones,1702,3
California,Furnishings,1644,4
California,Art,1570,5
California,Accessories,1459,6
California,Storage,1168,7
California,Appliances,1001,8
California,Chairs,842,9
California,Labels,682,10
California,Machines,651,11
California,Envelopes,561,12
California,Tables,540,13
California,Bookcases,495,14
California,Supplies,405,15
California,Fasteners,371,16
California,Copiers,124,17
Colorado,Binders,302,1
Colorado,Paper,296,2
Colorado,Phones,223,3
Colorado,Furnishings,194,4
Colorado,Art,182,5
Colorado,Storage,163,6
Colorado,Accessories,144,7
Colorado,Appliances,105,8
Colorado,Machines,99,9
Colorado,Chairs,95,10
