region,month_name,total_sales
South,Mar,185751.0
South,Jan,155020.0
East,Apr,243468.0
East,Nov,251723.0
Central,May,224871.0
East,Mar,237643.0
Central,Oct,197211.0
South,Nov,146701.0
Central,Apr,213824.0
South,Jul,124655.0
Central,Mar,239889.0
East,Jan,261181.0
West,Apr,240663.0
East,Sep,221122.0
South,Sep,161265.0
West,Aug,227017.0
Central,Nov,196120.0
South,Feb,177432.0
West,Mar,264648.0
South,Dec,176831.0
East,Feb,235324.0
West,Dec,299964.0
West,Sep,246769.0
Central,Sep,193870.0
South,Aug,166477.0
East,Jun,211515.0
West,Jan,300702.0
South,Apr,143040.0
Central,Dec,222475.0
West,Oct,280125.0
Central,Jun,200632.0
Central,Aug,185742.0
East,Oct,282670.0
West,Jun,243852.0
West,Jul,243970.0
West,Nov,256365.0
East,Dec,264854.0
South,Jun,151582.0
East,Jul,231441.0
East,May,239449.0
South,Oct,173178.0
Central,Jul,196939.0
Central,Jan,199154.0
East,Aug,257814.0
Central,Feb,200867.0
South,May,170827.0
West,May,238549.0
West,Feb,187090.0
