category,month,total_sales,total_profit
Furniture,Sep,163024.0,26775.0
Furniture,Oct,152677.0,28558.0
Furniture,Mar,182587.0,33659.0
Office Supplies,Feb,408321.0,72867.0
Technology,Jul,150603.0,26642.0
Office Supplies,Dec,473688.0,82271.0
Furniture,Aug,146773.0,26531.0
Office Supplies,Jul,379146.0,69632.0
Office Supplies,Jun,363614.0,66171.0
Technology,Sep,118963.0,21472.0
Technology,Dec,174686.0,30391.0
Technology,Jun,172945.0,31576.0
Office Supplies,Jan,438805.0,77210.0
Technology,Aug,148570.0,25628.0
Technology,Oct,183564.0,29849.0
Technology,Jan,155696.0,28708.0
Office Supplies,Mar,441681.0,73019.0
Office Supplies,Aug,401522.0,72777.0
Office Supplies,Sep,368169.0,62871.0
Office Supplies,Oct,445159.0,77639.0
Furniture,Nov,146080.0,24536.0
Office Supplies,Nov,384167.0,64110.0
Technology,May,145742.0,24147.0
Furniture,Feb,118690.0,22675.0
Office Supplies,Apr,377759.0,66527.0
Furniture,Jan,133448.0,24200.0
Furniture,Jun,110158.0,19217.0
Technology,Nov,170199.0,29549.0
Technology,Mar,134599.0,23459.0
Technology,Feb,132697.0,22084.0
Furniture,Apr,155226.0,27582.0
Technology,Apr,166262.0,28382.0
Furniture,Dec,141953.0,25197.0
Office Supplies,May,435939.0,78109.0
Furniture,Jul,120885.0,21536.0
Furniture,May,139799.0,26531.0
