region,month_name,total_sales
South,Mar,157514.0
Central,Sep,155605.0
South,Aug,134645.0
South,Jan,135909.0
East,Jun,185664.0
West,Jan,241221.0
South,Apr,120420.0
East,Apr,210032.0
East,Nov,206940.0
Central,Dec,170069.0
West,Oct,223204.0
Central,May,187694.0
Central,Jun,156543.0
East,Mar,204011.0
Central,Aug,162262.0
East,Oct,254570.0
Central,Oct,164348.0
South,Nov,128480.0
West,Jun,200069.0
Central,Apr,174347.0
South,Jul,97967.0
West,Jul,212628.0
West,Nov,220586.0
Central,Mar,205008.0
East,Jan,218267.0
West,Apr,219106.0
East,Sep,184427.0
East,Dec,229350.0
South,Jun,121975.0
East,Jul,185908.0
East,May,207165.0
South,Sep,135839.0
West,Aug,194226.0
South,Oct,156444.0
Central,Jul,169194.0
Central,Jan,170393.0
East,Aug,218420.0
Central,Nov,165609.0
South,Feb,154905.0
West,Mar,214421.0
Central,Feb,173781.0
South,Dec,145874.0
East,Feb,202312.0
South,May,155677.0
West,Dec,264234.0
West,Sep,186864.0
West,May,197555.0
West,Feb,157301.0
