category,month,total_sales,total_profit
Furniture,Sep,173544.0,29061.0
Furniture,Oct,160848.0,29751.0
Furniture,Mar,189586.0,35011.0
Office Supplies,Feb,434110.0,77704.0
Technology,Jul,155469.0,27355.0
Office Supplies,Dec,503924.0,89180.0
Furniture,Aug,151225.0,27267.0
Office Supplies,Jul,397927.0,72328.0
Office Supplies,Jun,376983.0,68508.0
Technology,Sep,125935.0,22704.0
Technology,Dec,177657.0,30986.0
Technology,Jun,182702.0,33452.0
Office Supplies,Jan,463216.0,82468.0
Technology,Aug,153778.0,26675.0
Technology,Oct,201076.0,33021.0
Technology,Jan,183267.0,35087.0
Office Supplies,Mar,461003.0,76405.0
Office Supplies,Aug,417237.0,75158.0
Office Supplies,Sep,383676.0,65492.0
Office Supplies,Oct,479629.0,83776.0
Furniture,Nov,153679.0,25759.0
Office Supplies,Nov,409757.0,69249.0
Technology,May,157838.0,26062.0
Furniture,Feb,122566.0,23196.0
Office Supplies,Apr,394190.0,69671.0
Furniture,Jan,149251.0,26473.0
Furniture,Jun,118938.0,21203.0
Technology,Nov,186145.0,32845.0
Technology,Mar,141893.0,24783.0
Technology,Feb,143045.0,23810.0
Furniture,Apr,169961.0,30536.0
Technology,Apr,171168.0,29275.0
Furniture,Dec,154402.0,28231.0
Office Supplies,May,450867.0,80727.0
Furniture,Jul,124955.0,22262.0
Furniture,May,157836.0,30224.0
