region,month_name,total_sales
South,Mar,157934.0
Central,Sep,158087.0
South,Aug,135922.0
South,Jan,137334.0
East,Jun,186230.0
West,Jan,244828.0
South,Apr,121760.0
East,Apr,211303.0
East,Nov,207246.0
Central,Dec,171036.0
West,Oct,235189.0
Central,May,188416.0
Central,Jun,158776.0
East,Mar,205616.0
Central,Aug,163330.0
East,Oct,256293.0
Central,Oct,165365.0
South,Nov,129586.0
West,Jun,200775.0
Central,Apr,174928.0
South,Jul,99287.0
West,Jul,214512.0
West,Nov,220586.0
Central,Mar,205936.0
East,Jan,218267.0
West,Apr,220282.0
East,Sep,192935.0
East,Dec,239812.0
South,Jun,123154.0
East,Jul,186579.0
East,May,207492.0
South,Sep,136044.0
West,Aug,195648.0
South,Oct,156444.0
Central,Jul,171177.0
Central,Jan,174792.0
East,Aug,218623.0
Central,Nov,167129.0
South,Feb,155464.0
West,Mar,216874.0
Central,Feb,174789.0
South,Dec,145928.0
East,Feb,202378.0
South,May,156108.0
West,Dec,266252.0
West,Sep,188016.0
West,May,200739.0
West,Feb,159076.0
