state,total_sales,total_customers
Alabama,41562.0,4
Arizona,246114.0,23
Arkansas,53913.0,3
California,1787891.0,177
Colorado,214271.0,23
Connecticut,69682.0,6
Delaware,70014.0,7
District of Columbia,5512.0,1
Florida,362031.0,40
Georgia,106495.0,11
Illinois,401379.0,43
Indiana,106550.0,9
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,224257.0,19
Louisiana,41282.0,4
Maryland,20461.0,2
Massachusetts,109960.0,11
Michigan,183825.0,16
Minnesota,156181.0,15
Mississippi,56221.0,6
Missouri,52323.0,8
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156184.0,19
New Mexico,4429.0,1
New York,914619.0,95
North Carolina,248610.0,29
Ohio,444183.0,46
Oklahoma,35230.0,3
Oregon,33962.0,2
Pennsylvania,469803.0,45
Rhode Island,48370.0,4
Tennessee,143166.0,17
Texas,894448.0,85
Utah,42550.0,5
Virginia,199265.0,20
Washington,383758.0,45
Wisconsin,46809.0,5
