region,month_name,total_sales
South,Mar,162654.0
Central,Sep,164752.0
South,Aug,144137.0
South,Jan,143547.0
East,Jun,191272.0
West,Jan,257084.0
South,Apr,126646.0
East,Apr,215750.0
East,Nov,230028.0
Central,Dec,184673.0
West,Oct,257643.0
Central,May,194601.0
Central,Jun,167608.0
East,Mar,210322.0
Central,Aug,168095.0
East,Oct,260035.0
Central,Oct,179066.0
South,Nov,136886.0
West,Jun,213655.0
Central,Apr,183278.0
South,Jul,114696.0
West,Jul,218276.0
West,Nov,227777.0
Central,Mar,211127.0
East,Jan,232530.0
West,Apr,225574.0
East,Sep,201220.0
East,Dec,244138.0
South,Jun,129115.0
East,Jul,201977.0
East,May,216296.0
South,Sep,146371.0
West,Aug,200887.0
South,Oct,164765.0
Central,Jul,175280.0
Central,Jan,180126.0
East,Aug,224707.0
Central,Nov,174842.0
South,Feb,159601.0
West,Mar,224610.0
Central,Feb,183104.0
South,Dec,152263.0
East,Feb,206929.0
South,May,161881.0
West,Dec,270641.0
West,Sep,208797.0
West,May,214570.0
West,Feb,165809.0
