region,month_name,total_sales
South,Mar,169306.0
South,Jan,150182.0
East,Apr,236284.0
East,Nov,241184.0
Central,May,213972.0
East,Mar,228197.0
Central,Oct,187872.0
South,Nov,139218.0
Central,Apr,197929.0
South,Jul,119677.0
Central,Mar,223382.0
East,Jan,242868.0
West,Apr,233276.0
East,Sep,212588.0
South,Sep,151733.0
West,Aug,217499.0
Central,Nov,188224.0
South,Feb,164863.0
West,Mar,246387.0
South,Dec,169191.0
East,Feb,223771.0
West,Dec,290105.0
West,Sep,235706.0
Central,Sep,173730.0
South,Aug,160352.0
East,Jun,205463.0
West,Jan,277370.0
South,Apr,139085.0
Central,Dec,205704.0
West,Oct,272587.0
Central,Jun,178503.0
Central,Aug,178302.0
East,Oct,273884.0
West,Jun,231405.0
West,Jul,236058.0
West,Nov,244919.0
East,Dec,253564.0
South,Jun,147509.0
East,Jul,212272.0
East,May,228575.0
South,Oct,169363.0
Central,Jul,189144.0
Central,Jan,188205.0
East,Aug,246988.0
Central,Feb,192121.0
South,May,165747.0
West,May,230014.0
West,Feb,180228.0
