category,month,total_sales,total_profit
Furniture,Sep,223830.0,38891.0
Furniture,Oct,195203.0,35786.0
Furniture,Mar,239908.0,43130.0
Office Supplies,Feb,560917.0,99801.0
Technology,Jul,206072.0,36601.0
Office Supplies,Dec,666526.0,118321.0
Furniture,Aug,197534.0,35142.0
Office Supplies,Jul,541296.0,97526.0
Office Supplies,Jun,495966.0,89352.0
Technology,Sep,172657.0,30378.0
Technology,Dec,229776.0,40090.0
Technology,Jun,234164.0,43347.0
Office Supplies,Jan,638902.0,115769.0
Technology,Aug,206803.0,36064.0
Technology,Oct,253033.0,42104.0
Technology,Jan,232743.0,43760.0
Office Supplies,Mar,610831.0,103677.0
Office Supplies,Aug,551328.0,101132.0
Office Supplies,Sep,562140.0,95986.0
Office Supplies,Oct,601140.0,103089.0
Furniture,Nov,195332.0,33317.0
Office Supplies,Nov,551817.0,94553.0
Technology,May,209194.0,35383.0
Furniture,Feb,167183.0,31601.0
Office Supplies,Apr,534238.0,95723.0
Furniture,Jan,189046.0,33301.0
Furniture,Jun,188740.0,34132.0
Technology,Nov,246176.0,43221.0
Technology,Mar,206770.0,36485.0
Technology,Feb,186969.0,30832.0
Furniture,Apr,222192.0,39948.0
Technology,Apr,218237.0,37869.0
Furniture,Dec,198120.0,35487.0
Office Supplies,May,576703.0,103324.0
Furniture,Jul,166827.0,29998.0
Furniture,May,200828.0,37754.0
