category,month,total_sales,total_profit
Furniture,Sep,209981.0,36427.0
Furniture,Oct,182270.0,33346.0
Furniture,Mar,224911.0,40597.0
Office Supplies,Feb,506980.0,90285.0
Technology,Jul,189543.0,33826.0
Office Supplies,Dec,610293.0,108648.0
Furniture,Aug,180073.0,31829.0
Office Supplies,Jul,483625.0,85899.0
Office Supplies,Jun,457612.0,82405.0
Technology,Sep,153418.0,27169.0
Technology,Dec,206934.0,37036.0
Technology,Jun,213654.0,39547.0
Office Supplies,Jan,564000.0,101707.0
Technology,Aug,180584.0,31021.0
Technology,Oct,226755.0,38102.0
Technology,Jan,215354.0,40382.0
Office Supplies,Mar,547528.0,92334.0
Office Supplies,Aug,504730.0,93914.0
Office Supplies,Sep,485363.0,82172.0
Office Supplies,Oct,550175.0,95488.0
Furniture,Nov,180333.0,30587.0
Office Supplies,Nov,489467.0,84386.0
Technology,May,194283.0,32811.0
Furniture,Feb,144726.0,27074.0
Office Supplies,Apr,477698.0,84576.0
Furniture,Jan,169657.0,29864.0
Furniture,Jun,161833.0,29854.0
Technology,Nov,215431.0,37576.0
Technology,Mar,186776.0,32905.0
Technology,Feb,169689.0,28107.0
Furniture,Apr,206627.0,36717.0
Technology,Apr,195328.0,33815.0
Furniture,Dec,186204.0,33163.0
Office Supplies,May,521058.0,93413.0
Furniture,Jul,155064.0,28076.0
Furniture,May,180839.0,34359.0
