state,total_sales,total_customers
Alabama,57976.0,11
Arizona,263973.0,36
Arkansas,53913.0,3
California,1893544.0,263
Colorado,228254.0,34
Connecticut,76010.0,10
Delaware,73135.0,13
District of Columbia,5512.0,1
Florida,391812.0,53
Georgia,112238.0,19
Illinois,419650.0,54
Indiana,119854.0,18
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,236034.0,28
Louisiana,45717.0,9
Maryland,22696.0,3
Massachusetts,118242.0,16
Michigan,188529.0,22
Minnesota,160707.0,20
Mississippi,60245.0,9
Missouri,53635.0,10
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156690.0,20
New Mexico,6879.0,2
New York,945985.0,125
North Carolina,257424.0,40
Ohio,465978.0,69
Oklahoma,41914.0,8
Oregon,39404.0,4
Pennsylvania,487173.0,70
Rhode Island,49452.0,5
South Dakota,457.0,1
Tennessee,149272.0,20
Texas,937325.0,110
Utah,43612.0,6
Virginia,208703.0,24
Washington,408932.0,63
Wisconsin,50836.0,10
