category,month,total_sales,total_profit
Furniture,Sep,166695.0,27251.0
Furniture,Oct,154486.0,28864.0
Furniture,Mar,186618.0,34437.0
Office Supplies,Feb,425097.0,76122.0
Technology,Jul,153748.0,27164.0
Office Supplies,Dec,487556.0,85085.0
Furniture,Aug,150031.0,27074.0
Office Supplies,Jul,389875.0,71253.0
Office Supplies,Jun,371458.0,67510.0
Technology,Sep,121504.0,21877.0
Technology,Dec,175792.0,30566.0
Technology,Jun,180243.0,32897.0
Office Supplies,Jan,451097.0,79861.0
Technology,Aug,151372.0,26196.0
Technology,Oct,188851.0,30699.0
Technology,Jan,168919.0,32214.0
Office Supplies,Mar,455200.0,75509.0
Office Supplies,Aug,408150.0,73864.0
Office Supplies,Sep,374536.0,63893.0
Office Supplies,Oct,455229.0,79707.0
Furniture,Nov,149446.0,24957.0
Office Supplies,Nov,391409.0,65408.0
Technology,May,148799.0,24677.0
Furniture,Feb,121063.0,23092.0
Office Supplies,Apr,388569.0,68468.0
Furniture,Jan,145774.0,25935.0
Furniture,Jun,112550.0,19611.0
Technology,Nov,180760.0,32298.0
Technology,Mar,139136.0,24153.0
Technology,Feb,142139.0,23658.0
Furniture,Apr,165554.0,29826.0
Technology,Apr,169782.0,29073.0
Furniture,Dec,146179.0,25988.0
Office Supplies,May,443505.0,79347.0
Furniture,Jul,122074.0,21742.0
Furniture,May,155787.0,29885.0
