category,month,total_sales,total_profit
Furniture,Sep,206505.0,35729.0
Furniture,Oct,178709.0,32711.0
Furniture,Mar,222036.0,40050.0
Office Supplies,Feb,501109.0,89273.0
Technology,Jul,186231.0,33113.0
Office Supplies,Dec,595530.0,105749.0
Furniture,Aug,178274.0,31558.0
Office Supplies,Jul,474555.0,84479.0
Office Supplies,Jun,449173.0,81064.0
Technology,Sep,148263.0,26487.0
Technology,Dec,205667.0,36849.0
Technology,Jun,212005.0,39216.0
Office Supplies,Jan,555457.0,100064.0
Technology,Aug,178638.0,30743.0
Technology,Oct,222586.0,37286.0
Technology,Jan,209873.0,39538.0
Office Supplies,Mar,539046.0,90769.0
Office Supplies,Aug,490301.0,90557.0
Office Supplies,Sep,478218.0,80680.0
Office Supplies,Oct,543881.0,94562.0
Furniture,Nov,179250.0,30361.0
Office Supplies,Nov,472164.0,80658.0
Technology,May,192156.0,32514.0
Furniture,Feb,142386.0,26770.0
Office Supplies,Apr,468623.0,82956.0
Furniture,Jan,169177.0,29793.0
Furniture,Jun,160074.0,29536.0
Technology,Nov,211850.0,36960.0
Technology,Mar,184516.0,32633.0
Technology,Feb,166752.0,27611.0
Furniture,Apr,203807.0,36261.0
Technology,Apr,190984.0,32945.0
Furniture,Dec,185293.0,32989.0
Office Supplies,May,516544.0,92554.0
Furniture,Jul,149928.0,27347.0
Furniture,May,179549.0,34076.0
