state,total_sales,total_customers
Alabama,74978.0,29
Arizona,307032.0,85
Arkansas,65893.0,8
California,2347420.0,643
Colorado,266943.0,80
Connecticut,105729.0,32
Delaware,85942.0,21
District of Columbia,5512.0,1
Florida,448007.0,108
Georgia,141742.0,51
Illinois,534268.0,150
Indiana,144117.0,44
Iowa,16437.0,9
Kansas,34823.0,3
Kentucky,281347.0,65
Louisiana,58326.0,21
Maryland,29756.0,10
Massachusetts,138880.0,41
Michigan,221069.0,61
Minnesota,193433.0,48
Mississippi,75763.0,19
Missouri,75716.0,26
Nebraska,3358.0,3
Nevada,20370.0,5
New Hampshire,27076.0,8
New Jersey,178041.0,46
New Mexico,20996.0,14
New York,1151056.0,325
North Carolina,356597.0,117
Ohio,553074.0,156
Oklahoma,44944.0,11
Oregon,45087.0,11
Pennsylvania,580365.0,168
Rhode Island,59956.0,16
South Dakota,1610.0,2
Tennessee,165901.0,45
Texas,1145923.0,294
Utah,56845.0,18
Virginia,237610.0,54
Washington,516548.0,151
Wisconsin,82118.0,36
