segment,month_name,total_sales,total_profit
Corporate,Oct,477491.0,83054.0
Home Office,Jul,308220.0,53178.0
Consumer,Jul,698386.0,122727.0
Corporate,Mar,461952.0,78248.0
Consumer,Nov,695951.0,121169.0
Home Office,Aug,240396.0,41153.0
Consumer,Aug,754962.0,138240.0
Corporate,Aug,410126.0,72482.0
Home Office,Apr,244291.0,43604.0
Consumer,Jun,755637.0,133237.0
Consumer,May,770727.0,136098.0
Home Office,Sep,240322.0,41124.0
Corporate,Jul,423031.0,75545.0
Corporate,Dec,531282.0,96907.0
Corporate,May,455132.0,80260.0
Corporate,Apr,467859.0,80040.0
Home Office,May,293912.0,53686.0
Home Office,Jan,292782.0,53112.0
Home Office,Jun,251713.0,45000.0
Consumer,Sep,756300.0,131674.0
Home Office,Mar,287295.0,47587.0
Consumer,Apr,756390.0,135426.0
Home Office,Nov,269856.0,46916.0
Home Office,Oct,288555.0,50588.0
Consumer,Dec,817196.0,144098.0
Corporate,Nov,496153.0,86612.0
Corporate,Sep,402860.0,70983.0
Corporate,Feb,425916.0,73276.0
Home Office,Feb,243214.0,42926.0
Consumer,Mar,770329.0,133862.0
Consumer,Oct,778186.0,135462.0
Corporate,Jan,499054.0,88269.0
Consumer,Jan,755441.0,138932.0
Corporate,Jun,426364.0,76773.0
Home Office,Dec,275458.0,46261.0
Consumer,Feb,680520.0,121339.0
