state,total_sales,total_customers
Alabama,119696.0,76
Arizona,475087.0,255
Arkansas,90820.0,24
California,3757439.0,1894
Colorado,483896.0,249
Connecticut,146855.0,85
Delaware,129715.0,65
District of Columbia,18549.0,16
Florida,693304.0,327
Georgia,268616.0,165
Illinois,968726.0,507
Indiana,233269.0,128
Iowa,38719.0,22
Kansas,45906.0,14
Kentucky,374226.0,161
Louisiana,90689.0,46
Maryland,53939.0,30
Massachusetts,241556.0,126
Michigan,337770.0,184
Minnesota,284433.0,144
Mississippi,108345.0,58
Missouri,138740.0,75
Nebraska,20843.0,12
Nevada,39708.0,23
New Hampshire,41742.0,26
New Jersey,297328.0,154
New Mexico,48492.0,33
New York,1872637.0,996
North Carolina,571765.0,339
Ohio,853370.0,452
Oklahoma,70263.0,36
Oregon,72913.0,36
Pennsylvania,1019620.0,554
Rhode Island,96310.0,58
South Dakota,19956.0,10
Tennessee,292332.0,169
Texas,1797459.0,916
Utah,89389.0,61
Virginia,377578.0,191
Washington,931243.0,484
Wisconsin,145870.0,96
