region,month_name,total_sales
South,Mar,167984.0
South,Jan,149915.0
East,Apr,234154.0
East,Nov,239329.0
Central,May,213121.0
East,Mar,224099.0
Central,Oct,185160.0
South,Nov,138778.0
Central,Apr,196202.0
South,Jul,119015.0
Central,Mar,222610.0
East,Jan,241514.0
West,Apr,232269.0
East,Sep,210406.0
South,Sep,150725.0
West,Aug,213098.0
Central,Nov,184625.0
South,Feb,164666.0
West,Mar,242307.0
South,Dec,158060.0
East,Feb,222601.0
West,Dec,286810.0
West,Sep,234619.0
Central,Sep,172370.0
South,Aug,160037.0
East,Jun,204938.0
West,Jan,275508.0
South,Apr,137322.0
Central,Dec,201501.0
West,Oct,269988.0
Central,Jun,174766.0
Central,Aug,175803.0
East,Oct,272790.0
West,Jun,228085.0
West,Jul,230254.0
West,Nov,240106.0
East,Dec,253213.0
South,Jun,135338.0
East,Jul,211176.0
East,May,227045.0
South,Oct,169363.0
Central,Jul,182768.0
Central,Jan,186828.0
East,Aug,245583.0
Central,Feb,188768.0
South,May,165558.0
West,May,226831.0
West,Feb,176398.0
