state,total_sales,total_customers
Alabama,74978.0,29
Arizona,308611.0,87
Arkansas,65893.0,8
California,2372226.0,664
Colorado,272307.0,86
Connecticut,106121.0,33
Delaware,87367.0,22
District of Columbia,5512.0,1
Florida,452497.0,110
Georgia,142975.0,53
Illinois,549753.0,156
Indiana,146358.0,46
Iowa,17851.0,10
Kansas,34823.0,3
Kentucky,282318.0,67
Louisiana,58326.0,21
Maryland,29756.0,10
Massachusetts,140569.0,43
Michigan,223018.0,63
Minnesota,194572.0,50
Mississippi,77039.0,21
Missouri,76175.0,27
Nebraska,3358.0,3
Nevada,20370.0,5
New Hampshire,27076.0,8
New Jersey,178989.0,47
New Mexico,23238.0,15
New York,1154873.0,330
North Carolina,359964.0,123
Ohio,556927.0,160
Oklahoma,45317.0,12
Oregon,45087.0,11
Pennsylvania,589031.0,174
Rhode Island,59956.0,16
South Dakota,1610.0,2
Tennessee,170243.0,48
Texas,1153892.0,304
Utah,56845.0,18
Virginia,238534.0,55
Washington,519704.0,156
Wisconsin,83370.0,37
