region,month_name,total_sales
South,Mar,189614.0
South,Jan,170929.0
East,Apr,263545.0
East,Nov,268002.0
Central,May,236831.0
East,Mar,252477.0
Central,Oct,207238.0
South,Nov,153898.0
Central,Apr,225899.0
South,Jul,129648.0
Central,Mar,251652.0
East,Jan,273564.0
West,Apr,260410.0
East,Sep,230118.0
South,Sep,167774.0
West,Aug,246407.0
Central,Nov,224031.0
South,Feb,182439.0
West,Mar,286357.0
South,Dec,195111.0
East,Feb,247481.0
West,Dec,319899.0
West,Sep,257872.0
Central,Sep,207991.0
South,Aug,171994.0
East,Jun,221570.0
West,Jan,315903.0
South,Apr,150280.0
Central,Dec,231159.0
West,Oct,295709.0
Central,Jun,211254.0
Central,Aug,194961.0
East,Oct,305582.0
West,Jun,256474.0
West,Jul,265324.0
West,Nov,263759.0
East,Dec,282495.0
South,Jun,161922.0
East,Jul,247263.0
East,May,247819.0
South,Oct,178222.0
Central,Jul,207532.0
Central,Jan,224593.0
East,Aug,268538.0
Central,Feb,212430.0
South,May,176649.0
West,May,266199.0
West,Feb,200611.0
