segment,month_name,total_sales,total_profit
Corporate,Oct,482975.0,83870.0
Home Office,Jul,313072.0,54076.0
Consumer,Jul,706039.0,124272.0
Corporate,Mar,466293.0,79086.0
Consumer,Nov,701618.0,122389.0
Home Office,Aug,243846.0,41953.0
Consumer,Aug,763677.0,139620.0
Corporate,Aug,419034.0,74234.0
Home Office,Apr,245785.0,43878.0
Consumer,Jun,764634.0,134753.0
Consumer,May,783496.0,138319.0
Home Office,Sep,241030.0,41284.0
Corporate,Jul,427691.0,76420.0
Corporate,Dec,533946.0,97423.0
Corporate,May,459722.0,81097.0
Corporate,Apr,473079.0,80985.0
Home Office,May,299562.0,54820.0
Home Office,Jan,293778.0,53245.0
Home Office,Jun,254674.0,45496.0
Consumer,Sep,763844.0,133162.0
Home Office,Mar,289139.0,47856.0
Consumer,Apr,764217.0,136850.0
Home Office,Nov,275982.0,47723.0
Home Office,Oct,291884.0,51079.0
Consumer,Dec,825481.0,145391.0
Corporate,Nov,504692.0,87967.0
Corporate,Sep,419831.0,74558.0
Corporate,Feb,430977.0,74312.0
Home Office,Feb,245907.0,43568.0
Consumer,Mar,779897.0,135512.0
Consumer,Oct,786073.0,136794.0
Corporate,Jan,505508.0,89655.0
Consumer,Jan,760418.0,140048.0
Corporate,Jun,440977.0,78616.0
Home Office,Dec,279395.0,46978.0
Consumer,Feb,688269.0,122828.0
